ID,Aleppo,Alexandria,Algiers,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddah,Jerusalem,Khartoum,Mosul,MSA,Muscat,Rabat,Riyadh,Salt,Sanaa,Sfax,Tripoli,Tunis
3201,لا، بضاينوا كتير.,لأ، هما متينين جدا.,لالا يقاوموا مليح.,لا، هدول كتير متينيين.,لا، دولة متان جداً.,لا، هاي متينة كولش.,لا، هذول كلش اقوياء.,لاء، هني كتير متينين,لا، هما متان بكل.,لأ، ديه حاجات متينة قوي,لاء، كتير ماكنين.,لا، واجد يتحملون.,لا، راهم كيدومو بزاف.,لا، دولا يتحملو.,لا، هدول كتير ثابتين.,لا، متينين جدا.,لا، هذولي كلش يقاومون.,كلاً إنهم متينين جداً,لا، دائم.,لا. هما را دائمين,لا، تتحمل بشكل كبير.,لأ، همه كثير قاسيين,ماشي، يتحملين قوي.,لا، مقاومين بارشا.,لا، يعيشو هلبه.,لا، يدومو بالقدا.
3207,طيب، أبعتلك ع لاس فيغاس.,أوكى، هبعته لاس فيجاس علشانك.,ايه، دوك نبعتوهلك لاس فيقاس.,اوك، أبعتلك لاس فيجاس.,ماشي، هبعتهالك لاس فيجاس.,ماشي، ادزلكياها لللاس فيغاس.,اوكي، رسله للاس فيكاس الك.,أوك، إبعتو علاس فيغاس كرمالك,اوكي، حندزها للاس فيغاس عشانك.,حاضر حأبعته لاس فيجاس عشانك.,ماشي، ابعتلك لاس فيغاس.,اوكي، بطرشه لاس فيغاس حقك.,واخا، غادي نرسلو للاس فيغاس أجلك.,اوك، حرسلها للاس فيقاس لك.,أوكي، أبعتلك لاس فيغاس.,اوكي، ح أرسله لاس فيجاس ليك.,اوكي، غاح ارسلا لاس فيكاس اللك.,حسناً سأرسلها لاس فيجاس,تمام، بطرشه لاس فيغاس.,واخا غادي نصيفطو ليك للاس فغاس.,اوك، برسلها للاس فيغاس لك.,أوك، ابعثها لاس فيغاس عشانك,حاضر، شا ارسلهن لاس فيغاس.,باهي، تو نوصلها للاس فيغاس خاطرك.,اوكي، حنبعتهالك لاس فيغاس.,باهي، تو نبعثهولك للاص فيقاس.
3209,عم دور ع بلوز رياضية.,بدور قمصان جرى.,راني نحوس لبسة تع الجري.,بدور بلايز للركض.,بدرو تيشيرتات جري.,دا ادور دريس مال ركض.,جاي ادور دريس ركض.,عمنبش عقمصان للركض,ندور ماليات جري.,بأدور تيشيرت رياضي,عم دور كنزات للركض.,بغيت فانيلات للركض.,كنبحث تيشورت ديال الجري.,قاعد ادور تيشيرتات للجري.,عم بدور بلايز للركض.,بفتش اقمصة جرى.,عددوغ شورتات مال ركض.,أبحث قميص للجري,ادور فنايل للركض.,تانقلب تريكوات للجرا.,ادور فنيلات جري.,بدور بلوزة للركض,ادور فنايل للجري.,نحب تريكو متاع جريان.,أني ندور فانيليات متاع جري.,تلوج مراول متاع جري.
3220,بتريد شي تشربو البار؟,عاوز أى حاجة تشربها البار؟,راك حاب تزيد تاخذ كاش حاجة البار؟,بتحب تشرب أي اشي البار؟,عايز تشرب أي حاجة البار؟,تريد تشرب شي البار؟,يعجبك تشرب شي البار؟,بتحب تشرب شي البار؟,تبي حاجة تشربها البار؟,عايز حاجه تشربها البار؟,تشرب شي البار؟,بغيت شي تشربه البار؟,تبغي تشرب شي حاجة البار؟,تبا تشرب أي شيء البار؟,بتحب تشرب اشي البار؟,داير أي حاجة تشربها البار؟,تغيد تشغب شي البار؟,تود شرب شيئاً الحانة,اتبا أي شي تشربه البار؟,بغيتي تشرب شي حاجا البار؟,تبغى تشرب أي شيء البار؟,بتحب اشي للشرب البار؟,تشتي شي تشربه البار؟,تحبشي حاجة اخرى البار؟,تبي حاجة تشربها البار؟,تحب تشرب حاجة مالبار؟
3222,هالطريق سمحت. طلاع بهالأسانصير.,الطريق دة فضلك. خد الأسانسير دة.,هنا، فضلك. خذ المصعد.,الطريق سمحت. خد المصعد.,سمحت. خد الاسانسير.,منا رجاءً، اخذ المصعد.,الطريق رجاءا، اصعد بهذا المصعد.,عمول معروف خود هالأسونسور.,الطريق هضي سمحت. خوذ الاسنسير هضا.,الطريق ده سمحت خد الاسانسير,بتريد. اطلاع بهاد الأصنصير.,هني سمحت. خذ اللفت.,الاتجاه عافاك. خذ المصعد.,هنا، اطلع الاصنصير.,سمحت. اطلع بالاصانصير.,الطريق دا فضلك. اخد المصعد دا.,الطريق رجاءا. خذ المصعد.,الطريق فضلك خذ المصعد,هالصوب فضلك. خذ المصعد.,عافاك خود السانسور,سمحت. خذ المصعد.,هاي الطريق سمحت خذ المصعد,الطريق سمحت. اطلع الاصنصير.,هوني، يعيشك. خوذ الاسانسور.,فضلك. خود الاصنصير هدا.,هنا، عيشك. خوذ المصعد.
3238,أحسنلك تطلع بقطار التمانة ونص.,أحسنلك تاخد قطر تمانية ونص.,خير لوكان تاخذ القطار تع الثامنة النصف.,الأفضل الك تطلع بقطار الساعة تمنية ونص.,أحسنلك تلحق قطر تمانية ونص.,اصعد قطار الثمانية ونص احسنلك.,احسنلك تاخذ قار الثمانية ونص.,الأحسن إنك تركب التران تماني تلاتين,احسنلك تركب قطار ثمانية ثلاثين.,احسنلك تاخد قطر تمانية نص,أحسنلك تركب قطار التمانة ونص.,احسن تاخذ قطار الثمان ونص.,كنت كنفضل ناخد الطران ديال الثامنة والثلاتين.,كنت احسن واحد حصل ثمانين قطار.,أحسنلك تطلع بقطار الساعة تمنية نص.,أفضل ليك تركب قطر تمنية نص.,الاحسنلك تاخذ قطار ثمانميي وثلاثين.,الأفضل تستقل قطار الثامنة والنصف,افضل اخذ القطار ثمان ونص.,الأحسن تطلع ف التران تمنيا تلاتين,افضل تأخذ قطار الساعة ثمان نص.,احسنلك تركب قطار الساعة ثمنية نص,احسن سير بقطار ثمانيه وثلاثين.,تعمل المليح كان تاخذ ترينو الثمنية نصف.,أحسنلك تركب القطارالساعة تمانيه نص.,مالاحسن تطلع ترينو الثمنية نص.
3267,شي سينما قريبة؟,فى مسرح سينمائى قريب هنا؟,كاين مسرح قريب هنا؟,سينيما قريبة؟,فيه سينما قريبة هنا؟,اكو صالة سينما قريبة منا؟,اكو سينما قريبة منا؟,شي صالة سينما قريبة هون؟,سينما هنا؟,فيه سينما قريبة هنا؟,سينما قريبة هون؟,سينما قريب؟,كاين شي مسرح سينما فهاد الانحاء؟,فيه أي سينما قريب هنا؟,سينما قريبة هون؟,مسرح فلم اس حوالي هنا؟,اكو سينما حولنه؟,يوجد دار للسينما بالقرب,مكان للسينما هنا؟,كاين شي مسرح هنا؟,فيه سينما قريبة؟,معرض للافلام قريب هون؟,به هانا سينيما قريبه؟,فما سينما البلاصة هذه؟,صالة سينيما قريب هنايا؟,فيسع؟
3269,هلئ موسم المحار، لذلك بكونوا كويسات.,دلوقتى موسم المحار، علشان كدة هيكون كويس.,راهو وقت المحار، امالا يكونوا بنان.,هلأ موسم المحار، عشان بيكونو زاكيين.,دلوقتي ده موسم المحار، علشان كدة هيبقى كويس.,هسه حالياً موسم المحار، لهذا تكون جيدة.,هسه موسم المحار، يصيرون زينين.,هلأ موسم الصدف، فرح يكونوا مناح,حاليا موسم المحار، فيكونو كويسات.,موسوم المحار، علشان كده طعمة كويس,موسم المحار، لهيك يكونو ظراف.,الحين موسم المحار، يعني بيكونون زينين.,دابا موسم المحار، اذن غتكون مزيان.,دحين موسم المحار، يعني مرا تمام.,هلأ موسم المحار، بكونو مناح.,الان موسم المحار، لذا ح يكونوا كويسين.,هسا موسم المحار، لذلك غاح يكونون ملاح.,الآن موسم جمع المحار لذلك سيكونون حالة جيدة,الحين موسم المحار، تكون جيدة.,موسم المحار، داكشي غا دي تكون مزيانة.,الان موسم المحار، لذلك بتكون جيدة.,موسم المحار، يكونو مناح,الان موسم المحار، عيوقعين حاليات.,توة موسم المحار، باهين.,توا موسم المحار، فاحيكون مليح.,توا فصل المحار، مالا يبداو باهين.
3279,ساعة إيد تانية.,عاوز ساعة يد تانية.,راني حاب ساعة يد ثانية.,ساعة ايد تانية.,كنت عايز ساعة يد تانية.,اريد ويه ساعة يد ثانية.,اريد ساعة يد ثانية.,ساعة ايد تانية.,نبي ساعة يد ثانية.,عايز ساعة يد تانية.,ساعة إيد تانية.,بغيت ساعة يد ثانية.,بغيت ساعة يد ثانية.,ابغا ساعة يد تانية.,ساعد يد تانية.,داير ساعة يد تانية.,اغيد ساعه يد ثانيه.,أريد ساعة مستعملة,أبا ساعة يد ثانية.,بغيت ساعة يد تانية.,ابغي ساعة يد ثانية.,ساعة ايد ثانية,اشتي ساعه يد ثانية.,نحب منقالة ثانية.,نبي ساعد يد تانية.,نحب منقالة ثانية.
3284,اعمل تشيك حوالي الساعة تسعة المسا.,هعمل تشيك حوالى الساعة تسعة بالليل.,نسجل التاسعة نص تاع اليل تقريبا.,أنزل بالفندق حوالي الساعة تسعة بالليل.,هادخل الساعة تسعة بليل.,اسوي جيك حوالي الساعة تسعة بالليل.,اسجل دخول بحدود الساعة تسعة بالليل.,سجل الدخول حوالي الساعة تسعة بالليل,حنشوف حوالي التسعة الليل.,حأنزل الفندق حوالي تسعة بليل,أوصل حوالي الساعة تسعة المسا.,بسوي جيك الساعة تسع المسا.,غادي نتسجل فداك التاسعة ديال الليل.,حشيك حوالي الساعة تسعة الليل.,اتأكد الساعة تسعة المسا.,ح اراجع حوالي الساعة تسعة المساء.,غاح اجيك حوالي الساعه تسعه المغب.,سأقوم بتسجيل الدخول تمام الساعة الثامنة مساءاً تقريباً,بشيك الساعة تسع مساء.,غادي نتسجل التسعود ديال العشية.,بسجل دخولي الساعة تسعة المساء.,اسجل وصول الساعه تسعة بالليل,شا اخرج حوالي الساعه تسع بالعشيه.,باش نسجل التسعة متاع الليل.,حنسجل دخول حوالي التسعة الليل.,نسجل الثمنية متاع الليل.
3285,تأخر الوقت. أروح.,الوقت بيتأخر، المفروض أكون بمشى.,راهو الحال. نروح.,عم بتأخر. أروح.,الوقت إتأخر، المفروض أمشي.,الوقت تأخر. اروح.,تأخر الوقت، اروح.,تأخر الوقت روح,الوقت بادي يتأخر. نمشي.,الوقت اتأخر امشي دلوقتي,تأخر الوقت. روح.,الوقت قاعد يتأخر. امشي.,اراه غادي تتأخر. خاصني نمشي.,الوقت تأخر، يبالي اروح.,عم بتأخر الوقت. أمشي.,متأخر. مفروض اكون ماشى.,بدا يتأخر الوقت، اغوح.,الوقت يتأخر يجب أرحل,تأخر، اروح.,تعطلت. خاسني نمشي.,متأخر الوقت. اروح.,اتأخر الوقت، اروح,قدوة متاخر. ضروري اخطى.,توة امخر. لازمني نمشي.,تأخر الوقت. نمشي توا.,ماعاش بكري. يلزمني نمشي.
3289,استعملت خدمة الغسيل تبعتك. بتتأكد منه مرة تانية؟,مستخدمتش خدمة الغسيل بتاعتك، تراجع دة مرة تانية؟,مستعملتش خدمة الغسيل ديالك. تعاود تتأكد منه؟,استخدمت خدمة الغسيل تبعتك. بتقدر تتأكدلي مرة تانية؟,مستخدمتش خدمة المغسلة بتاعتك. تتأكد ده تاني؟,جربت خدمة الغسيل مالتك. ممكت تجيك مره ثانية؟,استخدمت خدمة الغسل عندك. تجيك مرة ثانية؟,ستعملت خدمة الغسيل عندك فيك تتأكد هيدا مرة تاني؟,استعملتش خدمة الغسيل بتاعك. تعاود تشوفها أخرى؟,استخدمتش خدمة الغسيل عندك تتأكد ده تاني؟,استخدمت خدمة الغسيل تبعك. تتأكد الموضوع مرة تانية؟,استخدمت خدمتكم للغسيل. تجيك مرة ثانية؟,مستخدمتش الخدمة ديال الغسيل ديالك. تتحقق منه مرة أخرى؟,استخدمت خدمة الغسيل عندك. حتشيك دا مرة تانية؟,استخدمت خدمة الغسيل عندك. بتقدر تتأكد منه مرة؟,استعملت خدمة الغسيل بتاعتك. ح تراجع دا تاني؟,استخدمتو خدمة الغسيل مالتك. تجيك مره اللخ؟,أستخدم خدمة الغسيل عندكم أيمكنك التحقق مرة أخرى,ماستخدمت خدمة الغسيل عندك. تاكد منه مره ثانية؟,مستعملتش خدمة الغسيل ديالك. تقلب عاوتاني؟,استعملت خدمة الغسيل عندك. تتحقق منه مرة ثانية؟,استخدمت خدمة الغسيل عندك، بتقدر تشيك عليه مرة ثانية,ماقد استخدمت خدمه الغسيل حقك. تبسره مره ثانيه؟,مستعملتش خدمة الغسيل متاعك. تنجم تعاود تثبت هذا؟,استعملتش خدمة الغسيل بتاعك. تعاود تشوفه مرة أخرى؟,استعملتش سرفيس الغسيل متاعك. بش تعاود تثبت هاذا؟
3292,شاي، سمحت.,عاوز شاى، فضلك.,راني حاب شاي، فضلك.,شاي، سمحت.,عايز شاي، سمحت.,اريد جاي بلية زحمة.,أريد جاي، رجاءا.,شاي، عمول معروف,نبي شاهي، سمحت.,عاوز شاي، فضلك,شاي، سمحت.,بغيت شاهي، سمحت.,بغيت أتاي، عافاك.,أبا شاهي، سمحت.,شاي، سمحت.,داير شاي، فضلك.,اغيد جاي، رجاءا.,أريد شاي فضلك,ابغا شأي، سمحت.,بغيت اتاي عافاك.,ابغى شاهي، سمحت.,شاي، سمحت,اشتي شاهي، سمحت.,نحب تاي، يعيشك.,نبي شاهي، فضلك.,نحب تاي، عيشك.
3295,لا، مافي.,لأ، مفيش.,لالا، ماكانش.,لا، في.,لا، مفيش.,ماكو.,لا، ماكو.,لاء،,لا، مفش.,لأ، مافيش,لاء، مافي.,لا، مافي.,لا، كاينش هناك.,لا، مافيه.,لا، في.,لا، هناك.,لا، ماكو.,كلاً يوجد,لا، هناك.,لا، ماكاينينش.,لا، فيه.,لا،,ماشي، مابش.,لا، ماعندناش.,لا، مافيش.,لا، فماش.
3304,آخر موقف؟,هى دى أخر محطة؟,المحطة الأخيرة؟,آخر موقف؟,دي أخر محطة؟,آخر موقف؟,هاي الوكفة الاخيرة؟,هيدي هيي المحطة الأخيرة؟,هضي المحطة الأخيرة؟,ديه أخر مره نقف فيها؟,آخر محطة؟,آخر محطة؟,المحطة الأخيرة؟,المحطة الاخيرة؟,هدا أخر موقف؟,دا آخر استوب؟,التوقف الاخير؟,آخر محطة,المحطة الأخيرة؟,المحطة اللخرة؟,اخر محطة؟,هاي اخر محطة؟,اخر نقطه؟,آخر محطة؟,اخر محطة؟,اخر محطة؟
3318,خلينا ندقلو.,خلينا نكلمه.,نتصلو بيه.,خلينا نرجه.,خلينا نرن عليه.,خلي ندك عليه.,خلينا نتصل عليه.,خلينا ندقلو.,خلينا نرنو عليه.,خلينا نرن عليه,نتصل فيه.,خل نتصل له.,اتصل بيه.,خلينا ندق عليه.,خلينا نرنلو.,خلينا نتصل بيه.,خلي ندقلو.,لنتصل به,خل نتصل له.,ياللاه نصونيو عليه.,خلنا نكلمه.,خلينا نرن عليه,نتصله.,كلمه.,خلي نكلموه.,نكلموه.
3323,حد؟,التوابل دى حراقة؟,حار بزاف؟,حار كتير؟,ده حراق مشطشط؟,فلفل حار؟,حار سبايسي؟,هيدا الحر كتير حر؟,بهار حار؟,ده متبل مشطشط؟,حد كتير؟,حار فلفل؟,حار؟,حار؟,هدا بحرق؟,الاسبايسي دا سخن؟,التوابل حاغه؟,المتبل حار,حار؟,حار بزاف؟,حار بالتوابل؟,هاي البهارات حارة؟,ذيه البسباس فح؟,حر بارشا؟,هدا حار؟,حار هذا؟
3334,خرج أطلع بباص للفرجة عالمعالم السياحية؟,أقدر آخد أتوبيس للفرجة المعالم السياحية؟,نصيب حافلة تع السياحة؟,ألاقي باص سياحي؟,آخد اتوبيس المعالم السياحية؟,اكدر احصل باص اتفرج المدرينة؟,اكدر اخذ باص لمعالم المدينة؟,فيي إخد باص لإتفرج عالمدينة؟,نحصل حافلة عشان نشوف معالم المدينة؟,أركب اوتوبيس المعالم السياحية؟,فيني آخد باص سياحي؟,احصل باص سياحي؟,نشد طوبيس ديال معالم المدينة؟,الاقي باص المعالم السياحية؟,أطلع بباص بيلف بالمدينة؟,ألقى بص لمعالم المدينة؟,اطيق احصل باص سياحي؟,يمكنني أستقل حافلة لمشاهدة المعالم,اجد حافلة لمشاهدة معالم المدينة؟,ليا نشد حافلة تتبين معالم المدينة؟,اخذ باص السياحة؟,اخذ باص للمعالم السياحية؟,الاقي باص السياحه؟,نلقى كار متاع توريست؟,نلقى باص رحلات سياحيه؟,انجم نلفى كار متاع توريست؟
3335,إي، أشوف معالم المدينة.,أه، عاوز أشوف المعالم السياحية للمدينة.,ايه، راني حاب نزور المدينة.,اه، أعمل مشاهد المدينة.,أيوة، كنت عاوز أشوف معالم المدينة.,أي، اريد اتفرج المدرينة.,اي، اريد اشوف معالم المدينة.,إيه، أعمل مناظر المدينة,اها، نبي نشوف المشاهد بتاع المدينة.,أيوه، عايز أشوف معالم المدينة السياحية,اي، زور معالم المدينة.,اي، ابغي اشوف المعالم السياحية المدينة.,نعم، باغي نشوف المعالم ديال المدينة.,ابغا اتفرج المدينة.,أه، أشوف مناظر المدينة.,نعم، داير أعمل مشاهدة للمدينة.,اي، اغيد اشوف معالم المدينه.,أجل أريد مشاهدة معالم المدينة,نعم، أبا اشوف معالم المدينة.,اه. بغيت نشوف المدينة.,نعم، ابغى اشوف معالم المدينة.,اه، اشوف معالم المدينة,ايوة، اشتي ابسر معالم المدينه.,ايه، نحب نزور المدينة.,ايه، نبي نشوف معالم المدينة.,اي، نحب نشوف تامعالم متاع المدينة.
3351,كتير سياح حوالين البناية، هيئتون تجمعوا ليشوفوا عم بصير.,فى سياح كتير حوالين المبنى، واضح إنهم إتجمعوا علشان يبصوا اللى بيحصل.,كاين بزاف السياح دايرين بهاذ المبنى. وقيلا تلايمو باش يشوفو كاين.,كتير سياح حوالين البناية، شكلهم متجمعين عشان يشوفوا بصير.,فيه سياح كتير حوالين المبنى، الظاهر إتجمعو علشان يشوفو بيحصل.,اكو هوايه سواح متجمعين البناية يريدون يشوفون الي صار.,اكو هواي سواح حولالبناية، الظاهر مجتمعين يشوون جاي يصير.,كتير سواح حوالي المبنى، مبين إنو تجمعوا ليشوفوا عمبيصير,سياح واجد تلا المبنى، الباين انهم التمو عشان يشوفو شن قاعد يصير.,فيه سياح كتار حوالين المبنى، شكلهم متجمعين علشان يشوفو بيحصل,كتير سياح حولين البناء، والظاهر اتجمعوا ليشوفوا عم يصير.,وايد سياح المبنى، شكلهم تجمعوا عشان يشوفون شالسالفة.,كاين بزاف ديال السياح دايرين بالمبنى، كايبان بلي تجمعو باش يشوفو واقع.,سياح كثير المبنى، باين انهم تجمعو عشان يشوفو صار.,كتير سياح حولين العمارة، شكلهم متجمعين ليشوفو عم بصير.,عدة سواح المبنى، الشكلهم اتجمعوا عشان يشوفوا الحاصل شنو.,اكو كلش كثيغ سياح البنايه، مبين متجمعين يشوفون عيصيغ.,يوجد الكثير السائحين بالقرب المبنى ويبدو أنهم تجمعوا لإلقاء نظرة يحدث,وايد السياح المبنى، يبدو أنهم تجمعوا لإلقاء نظرة يصير.,كاينين بزاف ديال السياح حدا البناية باينين مجموعين غير باش يعرفو واقع.,فيه سياح كثير المبنى، شكلهم تجمعوا عشان يشوفون صاير.,كثير سياح المينى، شكلهم اتجمعو يشوفو,به هانا سواح ملان العماره، شكلهم اتجمعو عسب يبسرو بيحصل.,فما بارشا توريست بحذا العمارة هذه. وقيلة تلموا باش ياراو شنوة الي صاير.,هلبه سواح حوالين المبنى، شكلهم متجمعين باش يشوفو شن صاير.,فما برشة توريست دايرين بالبنية، ضاهرلي تلمو بش يشوفو شفمة.
3359,شكراً لضيافتك.,شكرا لاستضافتك.,يعطيك الصحة حسن الضيافة.,شكراً الك حسن الضيافة.,متشكر الضيافة بتاعتك.,شكراً الضيافة.,شكرا لكرمك.,يسلمو عضيافتك,شكرا ضيافتك.,شكرا لكرم ضيافتك,شكراً لحسن ضيافتك.,شكراً الضيافة.,شكرا لحسن الضيافة ديالك.,شكراً ضيافتك.,شكراً لضيافتكم.,شكرا ليك ضيافتك.,شكرا لكرم الضيافه.,شكراً كرم ضيافتك,مشكورين حسن الضيافة.,شكرا الضيافة ديالك.,شكرا ضيافتك.,شكرا لحسن ضيافتك,شكرا ضيافتكم.,يعيشك اسعافي.,شكرا علي ضيافتك.,يعطك الصحة عالضيافة.
3375,الصدق أفضل سياسة.,الأمانة هى أحسن سياسة.,الصدق أفضل سياسة.,الأمانة أحسن سياسة.,الأمانة أحسن سياسة.,الأمانة احسن سياسة.,الصراحة احسن سياسة.,الصدق هوي أفضل سياسة,الصراحة أحسن سياسة.,الامانة احسن سياسة,الصدق هوة أحسن سياسة.,احسن الصدق.,الصدق أحسن سياسة.,الصدق افضل سياسة.,أحسن سياسة الصدق.,الأمانة أفضل سياسة.,الامانه افضل سياسه.,الأمانة السياسة المثلى,الصدق افضل سياسة.,الصراحة احسن سياسة.,الصدق منجاة.,الصدق هوه احسن سياسة,الامانه احسن سيايه.,الصدق اعز حاجة السياسة.,الصدق أحسن سياسة.,احسن سياسة الصدق.
3385,خرج تفيقني الساعة ستة، سمحت؟,تصحينى الساعة ستة، فضلك؟,تنوظني الساعة الستة، فضلك؟,بتقدر تصحيني الساعة ستة، سمحت؟,تصحيني الساعة ستة، سمحت؟,تكعدني بالستة بلية زحمة؟,تكدر تكعدني الساعة ستة، رجاءا؟,فيك توعيني الساعة ستة، عمول معروف؟,تنوضني الستة بالضبط، سمحت؟,تصحيني الساعة سته، تكرمت؟,اتفيقني عالساعة ستة، رجاءً؟,تقعدني الساعة ست، سمحت؟,تفيقني فالساعة السادسة، عافاك؟,تقومني الساعة ستة بالضبط، سمحت؟,بتقدر تفيقني الساعة ستة، سمحت؟,تصحيني الساعة ستة، فضلك؟,تطيق تقعدني ساعه ستي، رجاءا؟,توقظني تمام السادسة فضلك,تقعدني الساعة ست، سمحت؟,واخا تفيقني الستة واقفة، عافاك؟,تقومني الساعة ستة، سمحت؟,بتقدر تصحيني الساعة سته، سمحت؟,تقومني الساعه ست، سمحت؟,تنجم تقيمني الستة، يعيشك؟,تنوضني الساعه سته، سمحت؟,تقيمني الستة، يعيشك؟
3392,شقد بكلف نص يوم؟,يكلف كام لنص يوم؟,تسوا لنص نهار؟,كم بكلف نص يوم؟,يكلف كام نص يوم؟,شكد تكلف مال نص يوم؟,شكد تكلف لنص يوم؟,أدي بيكلف لنص نهار؟,كم يكلف لنص يوم؟,تكلفة نص يوم اد ايه؟,أديش بيكلف نص يوم؟,كم تكلف حق نص يوم؟,كيكلف نص نهار؟,كم يكلف لنص يوم؟,قديش بتكلف لنص يوم؟,بتكلف كم نص يوم؟,اشقد تكلف لنص يوم؟,كم السعر لنصف يوم,كم يكلف لنص يوم؟,كايدير نص نهار؟,كم تكلف لنصف يوم؟,قديش يكلف لنص يوم؟,كم عتكلف نص يوم؟,شطر النهار؟,تكلفة نص نهار؟,شطر نهار؟
3397,كينجي.,كينجى.,إسمي كنجي.,كينجي.,كنجي.,كنجي.,كنجي.,كانجي.,كينجي.,كينچي,كينجي.,كينجي.,كينجي.,كنجي.,كنجي.,كنجي.,كينجي.,كينجي,كينجي.,كينجي.,كينجي.,كينجي,كنجي.,اسمي كانجي.,كنجي.,كانجي.
3402,بتعرف محلات حلوة خرج شوفة بشيكاغو؟,تعرف أى أماكن كويسة تتشاف فى شيكاجو؟,تعرف بلايص شابين للزيارة شيكاقو؟,بتعرف أي أماكن حلوة نشوفها تشيكاغو؟,تعرف أي أماكن كويسة تتشاف شيكاجو؟,تعرف أماكن زينة نشوفها بشيكاعو؟,تعرف اماكن زينة الواحد يشوفها بشيكاكو؟,بتعرفلك شي مطارح منيحة لتنشاف بشيكاغو؟,تعرف أي أماكن كويسة عشان نشوفهن شيكاغو؟,تعرف أى مكان كويس يستاهل يتشاف شيكاجو؟,بتعرف أمكان خرج تنشاف بشيكاغو؟,تعرف اماكن حلوة نشوفها شيكاغو؟,كتعرف شي بلايص زونين باش تشوف فشيكاغو؟,عارف أي مكان كويس نشوفه شيكاغو؟,بتعرف أماكن منيحة أزورها شيكاغو؟,بتعرف أماكن جيدة للرؤية شيكاغو؟,تعغف مكانات مليحه تنشاف بشيكاغو؟,تعرف أي أماكن جيدة لمشاهدتها شيكاجو,تعرف اماكن زينه لرؤية شيكاغو؟,كاتعرف شي بلايص مزيانين نشوفهوم شيكاكو؟,تعرف أماكن حلوة اشوفها شيكاغو؟,بتعرف اماكن كويسة للزيارة بشيكاغو؟,تعرف بقع حاليه ابسرها شيكاغو؟,تعرف بلايص سماح نمشيولهم شيكاغو؟,تعرف امكان كويسه نشوفها شيكاغو؟,تعرفشي بلايص باهين واحد يزورهم شيكاغو؟
3404,طيب، مصرين، أمشي معكون.,طيب، انتوا الاتنين اصريتوا، هروح معاكم.,مليح، راك مصر، نرافقك.,طيب، ازا انتو الاتنين مصرين، أضلني واقف جنبكم.,تمام، أنتو الاتنين مصرين، همشي معاكو.,والله ثنينكم مصرين، اروح وياكم.,زين، انينك مصرين، اروح وياكم.,طيب، تنيناتكن صريتوا، إتماشى معكن,تمام، انتو الاثنين اصريتو، حنتفق معاكم.,حاضر، الاتنين مصرين، حأجي معاكم,طيب، اتنيناتكن مصرين، روح معكن.,والله، انتوا الاثنين مصرين، بجي معاكم.,واخا، كنتي مصر فكل الحالات، غادي نمشي معاك.,انكم ملزمين، حروح معاكم.,طيب، ازا انتو التنين مصرين، أروح معكم.,طيب، انتو الاتنين مصرين، ح أمشي معاكم.,مليح، اثنينكم تلحون، غاح امشي معاكم.,حسناً حالة إصرار كليكما سأذهب معكما,زين، دامك مصر بروح معاك.,إيوا، كا تلحو بجوج، غادي نمشي معاكم.,طيب، ثنينكم اصريتوا، بروح معكم.,طيب، انكو الثنين مصممين، اروح معكو,طيب، انتو الاثنين اصريتو، شا اجي معاكم.,هايل، كان تشد فيا، تو نمشي معاك.,باه، مدام انتو الزوز مصرين، توا نمشي معاكم.,باهي، كان الزوز شادين صحيح، تو نمشي معاكم.
3413,بتبدلي بوحدة تانية نفس النوع، سمحت؟,تبدل دة بواحد نفس النوع، فضلك؟,تحب تبدل بواحدأوخر نفس النوع، فضلك؟,تصرف لواحد تاني نفس النوع، سمحت؟,تبدل ده بواحد تاني نفس النوع، سمحت؟,تبدلي هاي بوحده مثلها نفس النوع رجاءً؟,تبدل بواحد نفس النوع، رجاءا؟,فيك تبدل هيدا بواحد تاني ذات النوع، عمول معروف؟,تبدل هضي بوحدة أخرى نفس النوع، سمحت؟,تبدلي ديه بواحده تانية نفس النوع؟,معلش اتبدلي بواحد نفس النوع، سمحت؟,تبدل واحد نفس النوع، سمحت؟,تبدل بشي واحد أخور نفس النوع، عافاك؟,تبدل دا بواحد تاني نفس النوع، سمحت؟,بتقدر تبدلي هدا بواحد تاني نفس النوع، سمحت؟,تبدل دي لواحدة أخرى نفس النوع، فضلك؟,تبدل بويحد اللاخ نفس النوع، رجاءا؟,تستبدل بواحدة أخرى نفس النوع فضلك,بتقوم بتبديل بواحد ثاني نفس النوع، سمحت؟,تبدل بشي واحد آخر نفس النوع، عافاك؟,تغير لوحدة بنفس النوع، سمحت؟,بتقدر تغير هاي لوحدة ثانية نفس النوع، سمحت,عتبدل بواحد ثاني نفس النوع، سمحت؟,تحب تبدل بهذا نفس النوع، يعيشك؟,تغيرهولي بنفس النوع واحد تاني، سمحت؟,تبدلهولي بواحد اخر نفس النوع؟
