ID,Aleppo,Alexandria,Algiers,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddah,Jerusalem,Khartoum,Mosul,MSA,Muscat,Rabat,Riyadh,Salt,Sanaa,Sfax,Tripoli,Tunis
6056,عطوكيو، إذا سمحت.,لطوكيو، لو سمحت.,لطوكيو، من فضلك.,على طوكيو، لو سمحت.,لطوكيو، لو سمحت.,لطوكيو، رجائا.,لطوكيو، رجاءا.,عطوكيو إذا بتريد.,لطوكيو، لو سمحت.,لطوكيو، إذا سمحت .,عطوكيو، لو سمحت.,لطوكيو، لو سمحت.,لطوكيو، عافاك.,الى طوكيو، لو سمحت.,لطوكيو، لو سمحت.,إلى طوكيو، من فضلك.,الى طوكيو، رجاءا.,إلى طوكيو ، من فضلك .,الى طوكيو، لو سمحت.,ف طوكيو، عفاك.,الى طوكيو، لو سمحت.,ل طوكيو، لو سمحت .,لا طوكيو، لوسمحت.,لطوكيو، يعيشك.,لي طوكيو، من فضلك.,لطوكيو، يعيشك.
6073,إيمت منوصل تقريباً؟,إيه الوقت المتوقع لوصولنا؟,واش هو الوقت المقدر اللي نوصلو فيه؟,متى متوقع نوصل؟,امتى ميعاد وصولنا المتوقع؟,شوكت وصولنا المتوقع؟,شكد وقتنا المتوقع للوصول؟,اي وقت متوقع نوصل؟,شن مقدر وقت وصولنا؟,إيه ميعاد الوصول المفترض بتاعنا؟,شو هوة الوقت المتوقع لنوصل؟,متى موعد وصولنا المتوقع؟,شنو وقت الوصول المتوقع ديالنا؟,متى موعد وصولنا المتوقع؟,ايمتا موعد وصولنا المتوقع؟,زمن الوصول المتوقع حقنا شنو؟,اي وقت متوقع وصولنا؟,ما هو موعد وصولنا المقدر ؟,متى موعد وصولنا المتوقع؟,وقتاش غادي نوصلو؟,وش هو ميعاد الوصول المتوقع حقنا؟,شو وقت الوصول المتوقع تبعنا؟,ماهو الوقت التقريبي حقنا للوصول؟,في اما وقت باش نوصلوا؟,شن هو وقت وصولنا المتوقع؟,شنيا الوقت المتوقع لوصولنا؟
6086,أنا طالع بكرة بكير، بقا بدي أدفع هلئ.,أنا همشى بكرة بدرى، فعايز أدفع دلوقتى.,نروح بكري غدوة صبح، لهذا حبيت نخلص دوك.,أنا طالع بكرا الصبح، عشان هيك حابب أدفع هلأ.,أنا ماشي بكرة بدري، علشان كدة انا عايز ادفع دلوقتي.,اني راح اطلع باجر منوكت، لذلك أريد أدفع هسة.,انا رايح باجر من وقت، ذلك اريد ادفع هسه.,فالل الصبح بكير فا بدي ادفع هلق .,انا ماشي بدري بكرة، بهكي نبي ندفع توا:.,انا حأمشي بكرة الصبح، حابب أدفع دلوقتي .,طالع بكير بكرا، لهيك حابب ادفع هلأ.,انا بمشي بكرة من وقت، فأبغي ادفع الحين.,غادي نمشي فصباح بكري داكشي لاش بغيت نخلص دابا.,انا خارج بكرة بدري، فأبا ادفع دحين.,بدي أسافر بكرا الصبح، عشان هيك حابب أدفع هلأ.,انا مغادر بدري بكرة، عشان كده داير ادفع أسى.,انا غاح اغوح غدا مبكرا، لذلك اغيد ادفع هسا.,سأغادر باكراً غداً ، لذلك أود أن أدفع الآن .,بطلع في وقت مبكر باجر، ابغا أدفع الآن.,غدا غادي نمشي بكري، من أحسن نخلص دابا.,بغادر بكرة بدري، لذلك ابغى ادفع الان.,رح اطلع بكرا بكير، عشان هيك بدي ادفع هلا .,شارحلي بدري بكرة، اشتي ادفع ذلحين.,باش نخرج بكري غدوة الصباح، هاكا علاش نحب نخلص توة.,أني طالعه بكري غدوه، فا نبي نخلص توا.,باش نخرج بكري غدوة الصباح، مالا ماضبيا نخلص توا.
6100,نبيذ دراي، إذا سمحت.,نبيذ مش مسكر، لو سمحت.,دراي شيري، من فضلك.,دراي شيري، لو سمحت.,شيري مش حلو، لو سمحت.,دراي شيري، رجائا.,دراي شيري، رجاءا.,نبيد جاف، إذا بتريد .,دراي شيري، لو سمحت.,نبيد شيري، إذا سمحت .,دراي شيري، لو سمحت.,دراي شيري، لو سمحت.,دراي شيري، عافاك.,دراي شيري، لو سمحت.,دراي شيري، لو سمحت.,دراي شيري، من فضلك.,دراي شيري، رجاءا.,نبيذ غير حلو ، من فضلك .,نبيذ دراي، من فضلك.,شي دراي شري، عفاك.,دراي شيري، لو سمحت.,دراي شيري، لو سمحت .,دراي شيري، لو سمحت.,دراي شيري، يعيشك.,دراي شيري، لو ممكن.,شيري جاف، يعيشك.
6109,مقعد بدون تدخين، إذا سمحت.,كرسى لغير المدخنين، من فضلك.,مكان لغير المدخنين، من فضلك.,مقعد عند غير المدخنين، لو سمحت.,كرسي مش مسموح فيه بالتدخين، لو سمحت.,مقعد غير لغير المدخنين، رجائا.,مقعد غير مدخنين، رجاءا.,معقد بدون دخان إذا بتريد .,مقعد لغير المدخن، لو سمحت.,كرسي لغير المدخنين، لو سمحت .,مقعد لغير المدخنين، رجاءً.,كرسي لغير المدخنين، لو سمحت.,شي كرسي لغير المدخنين عافاك.,مكان مافيه دخان، لو سمحت.,كرسي ما فيو تدخين، لو سمحت.,مقعد لغير المدخنين، من فضلك.,مقعد لغير المدخنين، رجاءا.,مقعد ممنوع به التدخين ، من فضلك .,مقعد لغير المدخنين، من فضلك.,شي بلاصا ماكايكميوش فيها، عفاك.,مقعد لغير المدخنين، لو سمحت.,كرسي لغير المدخنيين، لو سمحت .,كرسي لغير المدخنين، لوسمحت.,بلاصة ما يتكيفوش فيها، يعيشك.,كرسي جيهة المش مدخنين، لو سمحت.,بلاصة من غير تدخين، يعيشك.
6156,هو مشغول هلئ.,هو مشغول دلوقتى.,راهو مشغول دوكا.,هو مشغول هلأ.,هومشغول دلوقتي.,هو مشغول هسة.,هو مشغول هسه.,هوي مشغول هلق .,هو مشغول توا.,هو مشغول دلوقتي .,هوة مشغول هلأ.,الحين هو مشغول.,انا مشغول دابا.,هوا مشغول دحين.,هو مشغول هلأ.,هو مشغول الآن.,هو مشغول هسه.,هو مشغول الآن .,هو مشغول الحين.,مشغول هاد الساعة.,هو مشغول الان.,هوه مشغول هلا .,هو مشغول ذلحين.,لاهي توة.,هو مش فاضي توا.,هو مشغول في اللحظة هذي.
6167,بيحسنوا الأجانب يوصلوا للكتب يلي بهالمكتبة؟,ممكن الأجانب يقدروا يوصلوا للكتب اللى فى المكتبة دى؟,اذا الأجانب يقدروا يتحصلو على الكتابات في هاذ المكتبة؟,ممكن الأجانب يستخدموا الكتب بهاي المكتبة؟,همن الأجانب ممكن يدخلو على الكتب في المكتبة؟,ألأجانب يكدرون يدخلون لهذه المكتبة؟,الاجانب يكدرون يوصلون للكتببهاي المكتبة؟,فين الغربا ياخدوا كتب بهالمكتبة ؟,هل الأجانب يقدرو يوصلو للكتب في المكتبة هضي؟,هو الاجانب يقدرو يحجزو في المكتبة ديه؟,بيقدروا الأجانب يستخدموا الكتب بهي المكتبة؟,يقدرون الاجانب يحصلون كتب من هالمكتبة؟,واش يمكن للاجانب يوصلو لهدا الكتب فالمكتبة؟,الأجانب عندهم الاذن للكتب في دي المكتبة؟,بقدرو الأجانب يوصلو للكتب في هاي المكتبة؟,هل يمكن للأجانب الوصول للكتب في المكتبة دي؟,هل يطيق الاجانب يصلون للكتب بالمكتبه؟,هل الأجانب يمكنهم الحصول على الكتب في المكتبة ؟,هل يمكن للأجانب الوصول إلى الكتب في هذه المكتبة؟,واش الناس لي برانيين عندهم الحق ياخدو لكتوبا ديال المكتابا؟,هل الأجانب مسموح لهم الدخول لهذه المكتبة؟,بقدر الاجانب يوصلو للكتب بهاي المكتبة؟,عادي الأجانب يستخدموا الكتب في هذه المكتبة؟,البرانيين ينجموا ياخذوا كتب من المكتبة؟,هل الأجانب يقدرو يخشو للمكتبه؟,لجانب عندهم الحق في الكتب في المكتبة هاذي؟
6179,في مجال أضل بغرفتي للساعة تنتين بعد الضهر؟,ممكن أقعد فى أوضتى لحد اتنين بعد الضهر؟,نقدر نبقى فالغرفة ديالي حتى الساعة الثانية بعد الزوال؟,ممكن تضلك بغرفتي للساعة تنتين المسا؟,هو ممكن أقعد في الأوضة بتاعتي لغاية الساعة اتنين الضهر؟,أكدر ابقة بغرفتي لحد ساعة ثنتين الظهر؟,ممكن ابقى بغرفتي للثنتين ورا الظهر؟,في مجال ابقى بغرفتي للساعة تنتين بعد الظهر؟,هل ممكن نقعد في داري لعندي الاثنين بعد الظهر؟,ينفع اني استنى في غرفتي لحد اتنين الضهر؟,ممكن ضل بغرفتي للساعة تنتين بعد الضهر؟,عادي اقعد في غرفتي لي ثنتين الظهر؟,واش ممكن نبقى فالغرفة ديالي حتى الجوج مور الظهر؟,عادي اقعد بغرفتي لين الساعة اتنين المساء؟,بقدر أضل بغرفتي للساعة تنتين بعد الظهر؟,هل ممكن اقعد في غرفتي لغاية اتنين بعد الظهر؟,هل اطيق ابقى بغرفتي الى الساعه ثنتين بعد الظهغ؟,هل من الممكن أن أمكث في غرفتي حتى الثانية مساءً ؟,اقدر اقعد في غرفتي حتى الساعة الثانية بعد الظهر؟,نقدر نبقا ف لا شومبر حتى الجوج ديال الزوال؟,هل ممكن اجلس بغرفتي الى الساعة ثنتين المساء؟,بقدر اضل بغرفتي للساعة ثنتين المسا؟,هل ممكن اجلس في غرفتي لا الساعة ثنتين بعد الظهر؟,انجم نقعد في بيتي للساعتين متاع القايلة؟,هل ممكن نقعد في داري لغاية الساعة اتنين بعد الظهر؟,ياخي نجم نبقى في بيتي حتى الماضي ساعتين متاع القايلة؟
6190,ها-ها. صباح الخير ع توقيتك. ما مشكلة.,ها ها. صباح الخير بالوقت بتاعك. مفيش مشكلة.,آه، آه. نهارك سعيد في وقتك. اتفقنا.,هه-هه. صباح الخير بوقتك. طيب.,ههههههه. صباح الخير بتوقيتك. كدة ماشي.,ها-ها. صباح الخير بوقتك، عادي.,هاها. صباح الخير بوقتك. اوكي.,ها ها . صباحو بوقتك . معليه.,ها ها. صباح الخير بتوقيتك. مش مشكلة.,هاها . يوم جميل لوقتك . كده كويس .,هههه. صباح الخير عتوقيتك. مو مشكلة.,ها-ها. صباح الخير بتوقيتك. ماعليه.,ها ها. صباح الخيرلوقتك. راه بخير.,هاها. صباح الخير بوقتك. عادي.,هه. صباح الخير بتوقيتك. أوكي.,ها-ها صباح الخير وقتك. اوكي.,ها ها. صباح الخير وقتك. هو اوكي.,ها-ها . صباح الخير حان دورك . إنه على ما يرام .,ها ها. صباح الخير بوقتك. انه بخير.,اه، هاه. نهارك مبروك. كون هاني.,هاه-هاه. صباح الخير بوقتك. هو اوك.,هههه . صباح الخير بوقتك . اوك تمام .,ههههه. صباح الخير. عادي.,اه، اه. نهارك زين في وقته. متفاهمين.,ها-ها. صباح الخير بوقتك انت. لكن تمام.,آه، آه. نهارك زين من توا. متفقين.
6193,بدي فيلم رقم ال ايه اس ايه هاد لهي الكاميرا، إذا سمحت.,عاوز فيلم رقم ال ايه إس إيه ده للكاميرا دى، من فضلك.,راني حاب فيلم من هاذ الرقم ديال ال إيه إس إيه لهاذ آلة التصوير، من فضلك.,بدي فيلم رقم هاد ال ايه اس ايه لهاي الكاميرا، لو سمحت.,كنت عايز الفيلم رقم ايه اس ايه ده للكاميرا دي، لو سمحت.,أريد فيلم رقمه هذا ال ايه اس ايه لهذي الكامرة، رجاء.,اريد فلم رقم ال ايه اس ايه هذا لهاي الكاميرا، رجاءا.,بغيت شي فيلم ديال رقم هاد ال إيه اس إيه لهاد الكاميرا، عفاك.,نبي فيلم رقم ال ايه اس ايه هضا للكاميرا هضي، لو سمحت .,عايز فلم رقم ال ايه اس ايه ده للكاميرا دي، من فضلك.,بدي فيلم نفس رقم الإيه إس إيه هاد لهي الكاميرا، لو سمحت.,بغيت فيلم رقم هالإيه إس إيه حق هالكاميرا، لو سمحت.,بغيت شي فيلم ديال هاد رقم الايه اس ايه لهاد الكاميرا، عافاك.,أبا فيلم رقمه دا الإيه إس إيه لدي الكاميرا، لو سمحت.,بدي فيلم رقم هال إس إيه إس لهاي الكاميرا، لو سمحت.,داير فيلم من رقم ال ايه اس ايه ده للكاميرا دي، من فضلك.,اغيد فيلم رقم هذا الايه اس ايه لهل الكامره، رجاءا.,أود بعضاً من فيلم رقم ايه إس ايه لهذه الكاميرا ، من فضلك .,أبغا فيلم من رقم الايه اس ايه هذا لهذه الكاميرا، من فضلك.,بغيت شي افلام إيه اس إيه لهاد لاباراي ديال التصاور، عفاك.,ابغى فيلم رقم ال إيه إس إيه هذا لهذه الكاميرا، لو سمحت.,بدي فيلم من هاد رقم ال ايه اس ايه لهاي الكاميرا، لو سمحت .,اشتي فيلم من رقم هذا ال ايه اس ايه لهذه الكيمره، لو سمحت.,نحب فيلم متاع نومرو ال ايه اس ايه هذا للمصورة هذه، يعيشك.,نبي فيلم رقم الايه اس ايه هدا للكاميرا هادي، من فضلك.,نحب فيلم متاع رقم ال إيه اس إيه هاذا للمصورة هذي، يعيشك.
6205,وين لوحات مونيت؟,فين لوحات مونيت؟,وين راهم لوحات موني؟,وين اللوحات المونية؟,فين رسومات مونت؟,وين لوحات مونه؟,وين لوحات مونيه؟,وين لوحات مونيت؟,وين رسمات مونتي؟,فين لوحات مونيه؟,وين لوحات مونيت؟,وين رسومات مونيت؟,فين اللوحات ديال مونيه؟,فين رسمات مونينت؟,وين رسمات مونت؟,وين دهانات مونت؟,وين لوحات مونيتس؟,أين رسومات مونيت ؟,وين لوحات مونيه؟,فيناهيا اللوحة ديال موني؟,وين رسمات مونتي؟,وين رسمات مونيت؟,اين هن اللوحات حق مونت؟,وين نلقى تصاور مونيه؟,وين رسمات مونيه؟,وين موجودين طابلوات موني؟
6214,هالبيتزا طيبة. مين ساواها؟,البيتزا دى لذيذة. مين عملها؟,هاذ البيتزا بنينة، شكون دارها؟,هاي البيتزا زاكية. مين عملها؟,البتزا دي لذيذة. مين اللي عملها؟,هذي البيتزا طيبة، منو مسويهة؟,هاي البيتزا طيبة. منو مسويها؟,هالبيتزا طيبة مين عملا؟,البيتزا هضي سمحة. من دارها؟,البيتزا لذيذة قوي . مين عملها؟,هالبيتزا طيبة. مين عملها؟,البيتزا هذي لذيذة. من سواها؟,هاج البيتزا زوينة شكون صوبها؟,البيتزا طعمة، مين سواها؟,هاي البيتزا زاكية. مين عملها؟,البيتزا دي لذيذة. العملها منو؟,البيتزه طيبي، منو عملا؟,البيتزا لذيذة . من صنعها ؟,هالبيتزا لذيذة. امن شو مسوايه؟,بنينا هاد لبيدز، شكون دارها؟,هذي البيتزا شهية، من طبخها؟,هاي البيتزا زاكية، مين عملها؟,هذه البيتزا طعيمة. من فعلها؟,البيتزا هذه فاوحة، شكون عملها؟,البيتسا هادي مليحه. من دارها؟,البيتزا هاذي بنينة، شكون طيبها؟
6221,اش طعمة هالطبق؟,الطبق دة طعمه زى إيه؟,واش هو الذوق تع هاذ الطبق؟,شو بشبه طعم هاد الأكل؟,طعم الطبق عامل زي ايه؟,شنو طعم هذي الاكلة؟,هذا الطبق طعمه يشبه شنو؟,كيف طعمتو هالصحن؟,شن طعمة الاكله هضي؟,يا ترى طعم الاكل ده ايه؟,كيف طعمة هالوجبة؟,شلون طعمه هالطبق؟,بحال اي طبق كيشبه هاد الطبق؟,أيش طعم الاكل دا؟,شو طعم هدا الطبق؟,كيف يبدو طعم الصحن دا؟,مثل اشنو طعم هذا الطبق؟,ما هو طعم هذا الطبق ؟,كيف طعم هالطبق؟,كيجاك المداق ديال هاد لماكلا؟,كيف طعم هذا الطبق؟,شو طعم هاد الطبق؟,ساع ايش طعم هذا الطبق؟,شنوة مطعمه الصحن هذا؟,شن طعمتها الأكله هادي؟,شنيا طعمة ها البلا؟
6227,كمان هنن غاليات.,كمان هما غاليين.,هما تاني بزاف غاليين.,هدول كمان غاليين.,برضه دول غاليين.,بالاضافة هن غاليات.,همه هم غاليين.,غاليين كمان .,أخرى هما غاليين.,كمان دول غاليين .,كمان غاليين.,بعد هم غاليين.,حتا هادوك غالين.,كمان سعرهم غالي.,وكمان غاليين.,برضه هم غالين.,ايضا همه مغاليين.,هم أيضاً غاليين .,بعدها غالية.,حتا هوما غاليين.,أيضا هم غالين.,و كمان غاليين .,والكل غاليات.,حتى هوما زادة غاليين.,حتى هما غاليين.,هوما زاد غالين برشا.
6228,إيمت بطلع القطار الجاي ع بوسطن؟,إمتى القطر الجاى اللى رايح بوسطن هيمشى؟,وقتاش يروح القطار الموالي لبوستون؟,متى راح يتحرك القطار الجاي على بوسطن؟,القطر اللي جاي اللي رايح بوسطن هيمشي امتى؟,شوكت يطلع القطار الجاي لبوسطن؟,يمته القطار الرايح لبوستون الجاي يطلع؟,ايمتى بفل تاني تراين عبوسطن؟,امتى يمشي القطار الجاي لبوستن؟,امتى حيمشي القطر الجاي اللي رايح بوستون؟,إيمتا بيمشي القطار الجاية على بوسطن؟,متى يمشي الباص الجاي حق بوسطن؟,فوقاش غايمشي الطران الجاي لبوسطن؟,متى القطار الجأي بيمشي من بوستن؟,ايمتا بيتحرك قطار بوسطن التاني؟,متين بغادر القطر التالي إلى بوسطن؟,ايمتي يغوح القطار الثاني لبوسطن؟,متى يغادر القطار التالي إلى بوسطن ؟,متى يغادر القطار الياي لبوسطن؟,يمتاش كايقلع التران لاخور ل بوستون؟,متى القطار الجاي يغادر لبوسطن؟,متى بتحرك القطار الجاي ل بوسطن؟,ايحين عيخطا القطار الثاني لا بوسطن؟,وقتاش يخرج الترينو الجاي من بوستن؟,امتي يطلع القطار الجاي لبوسطن؟,وقتاش يخرج الترينو إلي من بعد لبوسطن؟
6232,عم بخطط أتعلم غولف.,انا بخطط أتعلم الجولف.,راني نفكر نتعلم نلعب الغولف.,أنا بخطط أتعلم جولف.,أنا بخطط أتعلم جولف.,اني دا اخطط اتلم كولف.,اخطط اتعلم كولف.,عمخطط اتعلم غولف .,أنا نخطط نتعلم غولف.,بأخطط اتعلم جولف .,ناوي اتعلم غولف.,انا ناوي اتعلم قولف.,كنخطط نتعلم الغولف.,انا ناوي اتعلم قولف.,عم بفكر أتعلم غولف.,انا بخطط لتعلم القولف.,مخطط ان اتعلم كولف.,أخطط لتعلم الجولف .,أخطط على تعلم الغولف.,كانفكر نتعلم نلعب الغولف.,اخطط لاتعلم الغولف.,بخطط اتعلم غولف .,بين اخطط اتعلم غولف.,نتمنى نتعلم القولف.,نخطط اني نتعلم قولف.,ناوي نتعلم نلعب الغولف.
6247,إذا سمحت عطيني مشروب تاني.,من فضلك إدينى مشروب تانى.,تقدر تعطيني كأس واحدوأخر.,لو سمحت أعطيني أشرب مرة تانية.,لو سمحت إديني مشروب تاني.,انطيني مشروب ثاني، رجائا.,رجاءا انطيني شراب ثاني.,إذا بتريد عطيني مشروب تاني .,لو سمحت عطيني مشروب اخر.,من فضلك اديني كاس تاني .,عطيني مشروب تاني لو سمحت.,لو سمحت عطني شراب ثاني.,عافاك عطيني مشروب أخور.,لو سمحت اعطيني شراب تاني.,لو سمحت أعطيني كمان كاسة.,من فضلك اديني مشروب تاني.,رجاءا انطيني شراب اللاخ.,من فضلك أعطني مشروباً أخر .,من فضلك عطني مشروب آخر.,عطيني شي كاس آخور.,لو سمحت عطني شراب ثاني.,لو سمحت اعطيني شراب ثاني .,لوسمحت اديلي مشروب ثاني.,بالله اعطيني كاس اخر.,من فضلك اعطيني مشروب تاني.,يعيشك أعطيني كاس آخر.
6253,شقدو متزلج معلم.,أد إيه السيرفر دة حلو.,شحال شاطر هاذ المتزحلق على الماء.,راكب أمواج شاطر.,راكب الامواج ده جامد.,متزلج جيد.,راكب امواج كلش زين.,شاطر هيدا راكب الأمواج.,سيرفر كويس بكل.,راكب امواج حلو قوي .,ما اشطره راكب الأمواج هاد.,هالمتزلج واجد زين.,سرباي زوين.,راكب امواج ممتاز.,راكب أمواج شاطر.,راكب الموج ده جيد جدا.,اشقد راكب امواج مليح.,يا له من راكب ماهر للأمواج .,متزلج جيد.,راكب امواج زوين بزاف.,راكب امواج جيد.,سيرفر كثير كويس .,ايش من متزلج رهيب.,ملا راكب موج هايل.,راكب امواج مليح.,ملا راكب موج تحفون.
6272,للأسف الكمام قصار كتير.,للأسف الكمام قصيرة أوى.,سامحني اليدين قصار بزاف.,آسف الكمام كتير قصيرة.,للأسف الكمام قصيرة خالص.,اسف الدرانات كلش كصيرة.,اسف الدرانات كصيرة كلش.,للأسف الكمام كتير قصار .,اسف الاكمام قصار بكل.,للأسف الكمام قصيرة قوي .,للأسف الكمام قصار كتير.,مسامحة بس اليد واجد قصيرة.,متأسف الكمام قصار بزاف.,اسف الاكمام قصيرة مرة.,متأسف الكمام كتير قصار.,آسف الأكمام قصيرة جدا.,اسف الغدان كلش قصاغ.,أخشى أن تكون الأكمام قصيرة جدا .,اسف الردون قصيرة جدا.,سمح ليا الكمام مقزبين بزاف.,اسف الاكمام صغيرة جدا.,اسف الكمام كثير قصار .,أسف الأكمام قصار قوي.,سامحني اليدين قصار بارشا.,للأسف الاكمام قصار هلبة.,سامحني اليدين قصار برشا.
6283,خرج تفرجيني شلون أعبي البنزين؟,ممكن تورينى إزاى أملا بنزين؟,نقدرو نورولك كيفاش تحط البترول؟,ممكن تورجيني كيف أحط بنزين؟,ممكن توريني إزاي أحط البنزين؟,تكدر تشوفني شلون احط البنزين؟,تكدر تراويني شلون تعبي بانزين؟,فيك تقلي كيف بعبي البنزين؟,تقدر توريني كيف نعبي البنزينة؟,ممكن توريني ازاي احط بنزين في العربية؟,معلش تورجيني كيف بحط البنزين؟,ممكن تعلمني شلون اصب البترول؟,ممكن توريني كيفاش ندير الوقود؟,ممكن توريني كيف احط البنزين؟,بتقدر تفرجيني كيف أعبي البنزين؟,ممكن توريني كيف أخت البنزين؟,اتطيق تشوفني اشون اخلي البانزين؟,هل يمكنك أن تريني كيف أضع الغاز ؟,تقدر تبين لي كيف اصب الوقود؟,واخا توريني كيفاش كاتحط الليسونس؟,تقدر توريني كيف تحط البنزين؟,بتقدر تفرجني كيف احط البنزين؟,ممكن توريني كيف أعبي بترول؟,تنجم توريني كيفاش تحط الليسونس؟,ممكن توريني كيف نحط البنزينة؟,تنجم توريني كيفاش تحط المازوت؟
6285,كلفة الفندق بتتضمن الفطور؟,هى رسوم الفندق شاملة الفطار؟,اذا كان فطور الصباح داخل فالسعر تع الفندق؟,دخولية الفندق شاملة الفطور؟,هيً تكلفة الفندق تشمل الفطار؟,اجور الفندق تتضمن الريوك؟,تكاليف الفندق تشمل الريوك؟,تكلفة الاوتيل ضمنا الترويقة؟,هل رسوم الهوتيل تضمن الفطور؟,هو المبلغ اللي اندفع للفندق شامل الفطار؟,رسم الأوتيل بيتضمن الفطور؟,رسوم الفندق تشمل الريوق؟,واش الرسم يدال الفندق داخل فيه الفطور؟,الفندق دا عنده رسوم على الفطور؟,رسوم الأوتيل بيشمل الفطور؟,هل رسوم الفندق بتشمل الفطور؟,هل رسوم الفندق تتضمن التغيوقه؟,هل أجرة الفندق تضم الإفطار ؟,هل يشمل سعر الفندق وجبة الإفطار؟,واش تمن لوطيل داخل فيه لفطور؟,هل تكلفة الفندق تتضمن الفطور؟,اجرة الفندق بتشمل الفطور؟,هل رسوم الفنوق تتضمن الصبوح؟,سوم الوتيل داخل فيه فطور الصباح؟,حق الهوتيل فيه حتى حق الفطور؟,سوم لوتيل فيه فطور الصباح؟
6287,هاد كل شي؟,دة كل حاجة؟,هاذا ماكان؟,هاد كل اشي؟,ده كل حاجة؟,هذا كلشي؟,هذا كلشي؟,هيدا كل شي؟,هضا كل شي؟,ده كل حاجه؟,هاد كلشي؟,هذي كل شي؟,واش هادا كلشي؟,دا كل شيء؟,هدا كل اشي؟,هل دا كل شي؟,هل هذا كل ش؟,هل هذا كل شيء ؟,هذا كل شي؟,صافي هادشي لي كاين؟,هل هذا كل شيء؟,هاد كل شي؟,قدو هذا كله؟,هذا كل شيء؟,هدا كل شي؟,هذا كل شي؟
6291,هو بآخر هالشارع.,هو اخر الطريق دة.,في أخر هاذ الطريق.,هو في أخر هاد الطريق.,ده في اخر الطريق.,هو باخر هذا الطريق.,هو بنهاية هذا الشارع.,بهيدا الشارع .,هو لقدام في الطريق هضا.,علطول الطريق ده.,هو بأخر هالشارع.,هو في هالطريق.,راه في هاد الطريق.,بأخر الشارع.,هو أخر الشارع.,هو في الطريق دا.,هو بنهاية هذا الطريق.,إنه في نهاية هذا الطريق .,هو في نهاية الطريق هذا.,كاين في هاد الطريق.,بنهاية هذا الطريق.,في هاد الطريق.,في نهايه هذا الطريق.,هو في آخر الطريق هذا.,هو في نهاية الشارع.,هو في الطريق هذا.
6339,إذا سمحت شغل العداد.,لو سمحت شغل العداد.,لو سمحت تشغل العداد.,لو سمحت شغل العداد.,لو سمحت شغل العداد.,رجائا ابدي العداد.,رجاءا شغل العداد.,إذا بتريد بلش العداد.,لو سمحت شغل العداد.,إذا سمحت شغل العداد .,رجاءً شغل العداد.,لو سمحت شغل العداد.,عافاك دير العداد واجد.,لو سمحت شغل العداد.,لو سمحت افتح العداد.,من فضلك أبدا العداد.,رجاءا ابدي العداد.,من فضلك ابدأ العداد .,من فضلك شغل العداد.,ممكن تخدم الكونطور.,لو سمحت شغل العداد.,لو سمحت بلش العداد.,لو سمحت شغل العداد.,بالله حطلي العداد يمشي.,من فضلك شغل العداد.,يعيشك خدم العداد.
6363,غرفتي كتير باردة.,أوضتى ساقعة جدا.,البرد بزاف فالغرفة ديالي.,غرفتي كتير باردة.,أوضتي برد جداً.,غرفتي كلش باردة.,غرفتي كلش باردة.,غرفتي كتير باردة .,داري مسقعة بكل.,اوضتي برد قوي .,غرفتي باردة كتير.,غرفتي واجد باردة.,غرفة ديالي باردة بزاف.,غرفتي مرة باردة.,غرفتي كتير باردة.,غرفتي باردة شديد.,غرفتي كلش بيغدي.,غرفتي أبرد من اللازم .,حجرتي واجد بارده.,كاين لبرد ف لابيت عندي.,غرفتي باردة جدا.,غرفتي باردة كثير .,غرفتي باردة قوي.,الدنيا باردا بارشا في بيتي.,داري مصقعه هلبه.,بيتي باردة برشا.
6411,رح أرجعلك وقت بتكون زحمتنا أخف.,هرجعلك لما نكون مشغولين أقل من كدة.,نكون في الخدمة ديالك غير نتفرغ شوية.,راح أرجع عندك بس نبطل مشغوليين كتير.,أنا هرجعلك لما تكون مش مشغول قوي.,ارجعلك لمن ما اكون كلش مشغول.,راح ارجعلك من نكول ما مشغولين.,برجعلك بس تخف العجقة عنا شوي .,توا نعاود نرد عليك لما نكونو مشغولين أقل.,حأرجعلك لما تكون مشغوليتك أقل .,رح أرجعلك وقت نفضى شوي.,برد عليك لما نفضى شوي.,غادي نرجع عندك ملي منكونش مشغول بزاف.,حنرجعلك لما نفضى شوي.,برجعلك بس نفضى شوي.,ح ارجع ليك لمن نكون مشغولين أقل.,غاح ارجع لك عدما نكون ما كلش مشغولين.,سأعود إليك عندما تكون أقل انشغالاً .,بأعود إليك عندما انكون أقل انشغالا.,غي نسالي وانا معاك.,برجع لك اذا صرنا اقل انشغال.,رح ارجعلك لما تكون مش مشغول .,شارجع لك لما نفضى شوية.,تو نكون معاك كيف ما نكونش لاهي.,حنرجعلك لما تكون مش مشغول هلبه.,تو نكون على ذمتك وقت ما نكون مش مشغول برشا.
