ID,Aleppo,Alexandria,Algiers,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddah,Jerusalem,Khartoum,Mosul,MSA,Muscat,Rabat,Riyadh,Salt,Sanaa,Sfax,Tripoli,Tunis
5875,هيئتو كتير.,كأنه كتير.,يشبه بزاف.,مألوف علي.,شكله كتير.,جنهة هواية.,مبين هواي.,كتير .,باين واجد.,كتير .,كتير كأن.,شكله واجد.,كيبان بزاف.,كأنه كتير.,شكلو كتير.,أن كثير.,يبين كثيغ.,كأنه قرعة .,كانه عالي.,هادشي بزاف.,يبدو كثير.,كثيير .,شكله خيرات.,يشبهلي بارشا.,شكله هلبه.,يشبهني برشا.
5898,أستعمل تلفونك؟,أستخدم تليفونك؟,ديالك، من فضلك؟,أستخدم تلفونك؟,استخدم تليفونك؟,استعمل تلفونك؟,استخدم تلفونك؟,استعمل تلفونك؟,نستعمل تليفونك؟,أستعمل تليفونك؟,استعمل تلفونك؟,استخدم تلفونك؟,الهاتف ديالك؟,استخدم تلفونك؟,أستعمل تلفونك؟,استخدم تلفونك؟,استخدم تليفونك؟,أستعمل هاتفك ؟,استخدام هاتفك؟,نعيط بيه، عفاك؟,استخدم تيليفونك؟,استعمل تلفونك؟,استخدم تلفونك؟,تاليفونك، يعيشك؟,نستخدم تلفونك؟,تاليفونك، يعيشك؟
5902,طيبة. شقد سعرو؟,جدا، دة بكام؟,شحال تسوا؟,حلوة. كيف سعره؟,جدا. بكام ده؟,طيبة، ابيش؟,ببيش هو؟,. اديه حقو؟,بكل. بكم هو؟,. تمنه كام؟,أديش سعره؟,حلوة. بكم؟,بشحال الثمن ديالو؟,حلوة، بكم؟,قديش حقو؟,كم سعره؟,طيبي، اشقد سعرو؟,كم ثمنه ؟,كم سعره؟,بشحال هادشي؟,جدا. بكم؟,. كم حقه؟,بكم هو؟,بقداش سومه؟,حلوه. بقداش؟,قداش زعما يتكلف؟
5906,ع شيكاغو بسبطعش الشهر.,لشيكاجو يوم سبعتاشر.,ديالي لشيكاقو فالسابع عشر.,لتشيكاغو في سبعطعش الشهر.,رحلتي لشيكاغو يوم سبعتاشر.,الى شيكاكو يوم سباطعش.,لشيكاكو يوم سبعطعش.,ب سبعتاعش الشهر.,رحلتي لشيكاغو يوم سبعطاش.,شيكاغو يوم سبعتاشر .,على شيكاغو بسبطعش الشهر.,لشيكاغو تاريخ سبعطعش.,ديالي لشيكاغو نها سبعة عشر.,لشيكاغو يوم سبعطشر.,لشيكاغو في سبعتاش الشهر.,لشيكاغو يوم سبعتاشر.,الى شيكاغو يوم سباطعش.,شيكاغو في السابع عشر .,يوم سبعة عشر.,نهار سبعطاش ف الشهر.,لشيكاغو يوم سبعة عشر.,شيكاغو ب سبعطعش .,لا شيكاغو في سبعطعش.,لشيكاغو نهار سبعطاش.,طيارتي لشيكاجو يوم سبعطاش.,لشيكاغو نهار سبعطاش.
5913,كتير شوي.,كتير شوية.,شوية بزاف.,شوي بالأكل.,كتير شوية.,شوية هواية.,شوي هواي.,زيادة .,شوية .,من اللازم .,كتير.,الأكل شوي.,من اللازم.,كتير.,عن اللزوم.,شديد شوية.,شويه كثيغ.,ما .,من اللازم.,بزاف.,بشراهة شوي.,زيادة .,شوية خيرات.,كليت بارشا.,كليت هلبه.,ما برشا.
5914,آنسة براون؟,الآنسة براون؟,السيد براون؟,الآنسة براون؟,انسة براون؟,الست براون؟,السيد براون؟,السيد يراون؟,انسة براون؟,مس براون؟,الآنسة براون؟,سيدة براون؟,مع السيد براون؟,مس براون؟,الانسة براون؟,مس براون؟,السيد براون؟,إلى السيدة براون ؟,السيدة براون؟,السي براون؟,السيدة براون؟,السيدة براون؟,الآنسة براون؟,سي براون؟,السيد براون؟,سي. براون؟
5916,للعيش، ما هيك؟,للعيشة فيه، مش كدة؟,في هاذ الدار، ياك؟,العيش فيه، مش هيك؟,العيشة فيه، مش كدة؟,مريح بالعيشة، مو؟,للي يعيش بي، مو؟,مريح، صح؟,عشان تعيش فيه، صح؟,يعيش فيه، مش كده؟,مريحة، مو؟,هالبيت مريحة، صح؟,للسكن، ياك بصح؟,مريح تعيش فيه، صح؟,للعيشة فيه، صح؟,للمعيشة فيه، ول لا؟,للعيشي بينو، ما تمام؟,", أليس كذلك ؟",للسكن، ما كذاك؟,هنايا، ياك؟,للعيش فيه، اليس كذلك؟,للعيشة، صح؟,للمعيشه به، صح؟,الدار هذه، موش هكا؟,للعيشه فيه، و الا؟,في ها البيت، صحيح؟
5934,صفر تمانة ستة بخمسة الشهر.,رحلة زيرو تمانية ستة ليوم خمسة.,صفر ستة و ثمانون نهار خمسة.,رقم صفر تمنية ستة في خمسطعش الشهر.,رقم صفر تمانية ستة يوم خمسة.,رقم صفر ثمانية ستة بيوم خمسة.,صفر ثمانية ستة يوم خمسة.,زيرو ستة ل خمسة الشهر .,صفر ثمانية ستة يوم خمسة.,زيرو تمانية سته ليوم خمسة.,صفر تمانة ستة تبع خمسة الشهر.,رقم صفر ثمانية ستة تاريخ خمسة.,الرحلة صفر ثمانية ستة نهار خمسة.,صفر تمانية ستة يوم خمسة.,تمنية ستة في خمستاعش الشهر.,صفر تمانية ستة يوم خمسة.,برحله صفر ثميني ستي يوم خمسه.,رقم صفر ثمانية ستة في الخامس .,الرحلة صفر ثمانية ستة ليوم خمسة.,زيرو ستاوتمانين نهار خمسا ف الشهر.,رقم صفر ثمانية ستة يوم خمسة.,صفر ثمنية ستة ليوم خمسة.,صفر ثمانيه سته لخمسه الشهر.,صفر ستة و ثمانين لنهار خمسة.,رقم صفر تمانية سته ليوم خمسة.,نومرو صفر ستا وثمانين لنهار خمسا.
5940,شخصية تانية.,شخصية تانية.,و أغراض شخصية أخرى.,وثبوتات شخصية تانية.,وحاجاتي الشخصية.,الشغلات الخصوصية.,الممكتلكات الشخصية.,شخصية غير .,ممتلكات شخصية أخرى.,من الحاجات الشخصية .,الشخصية التانية.,شخصية ثانية.,والأمتعة الشخصية الأخرى.,واشيائي الخاصة التانية.,أشياء شخصية تانية.,جوازي.,وممتلكات شخصيه اخرى.,ومتعلقات شخصية أخرى .,والأمتعة الشخصية الأخرى.,شي حوايج ديالي.,أغراض شخصية أخرى.,شخصية ثانية .,شخصية ثانية.,حوايج متاعي اخرين.,حاجات تانية شخصية.,وحاجات أخرى خاصة.
5956,بتسكر؟,إمتى؟,تغلقو؟,بتسكر؟,إمتى؟,تعزل؟,تعزل؟,ساعة بتسكر؟,تصكر؟,بتقفل؟,بتسكر؟,تسكرون؟,كتسد؟,تقفلوا؟,بتسكر؟,بتقفل؟,تغلقون؟,تغلقون ؟,تصك؟,كاتسدو؟,تسكر؟,بتسكر؟,تغلق؟,تسكروا؟,تسكرو؟,تسكر؟
5974,تركتو بالحمام.,سيبته فى الحمام.,نسيتو فالمرحاض.,أكون تركته بالحمام.,أكون سيبته فى الحمام.,عفتهة بالمرافق.,نسيته بالحمام.,بالحمام .,سيبته في الحمام.,سبته في الحمام .,نسيته بالحمام.,نسيته في الحمام.,نكون نسيتو فالحمام.,سبته في الحمام.,تركتها في الحمام.,خليته في غرفة الراحة.,عفتوها بالحمام.,تركته في غرفة الاستراحة .,تركته في الحمام.,نسيتو ف الطواليط.,خليته في الحمام.,تركته بالحمام .,فلته في الحمام.,في التواليت.,خليته في الحمام.,نسيتو في التواليت.
5987,رح أقول.,كنت هقوله.,كنت حاب نقول.,كنت بدي أحكيه.,هقوله بالظبط.,جنت اريد اكولة.,ردت اكوله.,رح قولو.,كنت حنقوله.,كنت حأقولة .,رح قوله.,كنت بقوله.,غادي نقول.,كنت حقوله.,بدي أحكيه.,ح اقولوا.,غاح اقولو.,كنت سأقوله .,كنت بأقول.,كنت باغي نقول.,كنت بقوله.,بدي احكيه .,كنت شاقوله.,شنو قلت.,كنت بنقول.,كنت باش نقولو.
5988,بظن هيك.,أفتكر كدة.,فيه أنا تاني.,بتوقع هيك.,متهيئلي كدة.,أظن.,اعتقد.,بعتقد.,انضني.,متهيألي .,بظن هيك.,اظن.,اللي كنظن.,اعتقد ده.,بتوقع.,أظن كدا.,اعتقد همين.,ذلك .,أعتقد ذلك.,كايبالي هاكاك.,اعتقد.,اتوقع .,اعتقد.,نتصور هكا.,أظني هكي.,نظنو زاد.
5997,كم غرفة؟,كام اوضة؟,فيها من غرفة؟,غرفة فيه؟,كام اوضة؟,شكم غرفة؟,كم غرفة؟,كم غرفة؟,فيه ديار؟,كام أوضه ؟,كم غرفة؟,كم غرفة؟,عدد الغرف؟,غرفة فيه؟,كم غرفة؟,كم غرفة؟,كم غرفة؟,عدد الغرف ؟,عدد الغرف؟,فيها من بيت؟,كم غرفة؟,كم غرفة؟,كم به غرف؟,من بيت؟,فيه دار؟,فيها من بيت؟
6006,بالعشا.,استمتعنا بالعشا.,العشا.,بالغدا.,إستمتعنا بالعشا.,بالعشة.,بالعشا.,العشا .,استمتعنا بالعشاء.,ده .,العشا.,العشا.,بالعشاء.,في العشاء.,العشا.,بالعشاء.,بالعشويي.,بالعشاء .,بالعشاء.,لعشا.,بالعشاء.,بالعشا .,بالعشاء.,العشاء.,جو العشي.,العشاء.
6024,بقدر أقوله.,مقدرش أقوله.,منقدرش نقوله.,مش قادرة أحكيه.,مقدرش اقول كدة.,أكدر أكوله.,اكدر اكوله.,فيي قولو.,قادر نقوله.,اقدرش اتكلم .,بقدر قوله.,ماقدر اقوله.,منقدرش نقوله.,مقدر أقوله.,بقدرش أحكيه.,ما بقدر أقوله.,اطيق اقوله.,أستطيع أن أقولها .,ماقدر اقوله.,مكانعرف نقولهه.,اقدر أقوله.,ما بقدر احكيه.,ماسترش اقوله.,نجمش نقله.,نقدرش نقوله.,نجمش نقولو.
6047,ما يصير معون دوار البحر.,بس ميجيلهومش دوار البحر.,برك مايجيهومش دوار البحر.,بتمنى ما يصيبهم دوار البحر.,ريت ميجيلهومش دوار البحر.,انه مايصير بيهم دوار البحر.,يصير عدهم دوار البحر.,يصير عندن دوخة بالبحر .,ما يحصلوش دوار بحر.,بأتمنى ما يجيلهومش دوار بحر.,ما يصير معهن دوار بحر.,ما يصيدهم دوار البحر.,جاهوم دوخة ديال البحر.,ما يجيهم دوار البحر.,ما يصيبهم دوار البحر.,بتمنى ما يصيبهم دوار البحر.,يصيغ بيهم دوار البحر.,أن لا يصابوا بدوار البحر .,مايصيدهم دوار البحر.,الدوخة ديال لبحر.,ما يجيبهم دوار البحر.,يصير معهم دوار البحر .,مايصابوش بدوار البحر.,متجيهمش دوخة بالبحر.,الله ما يدوخوش من البحر.,ما تجيهمش دوخة البحر.
6056,إذا سمحت.,لو سمحت.,من فضلك.,لو سمحت.,لو سمحت.,رجائا.,رجاءا.,إذا بتريد.,لو سمحت.,سمحت .,لو سمحت.,لو سمحت.,عافاك.,لو سمحت.,لو سمحت.,من فضلك.,طوكيو، رجاءا.,من فضلك .,لو سمحت.,طوكيو، عفاك.,لو سمحت.,سمحت .,طوكيو، لوسمحت.,يعيشك.,من فضلك.,يعيشك.
6073,منوصل تقريباً؟,المتوقع لوصولنا؟,اللي نوصلو فيه؟,متوقع نوصل؟,وصولنا المتوقع؟,وصولنا المتوقع؟,المتوقع للوصول؟,متوقع نوصل؟,وقت وصولنا؟,المفترض بتاعنا؟,المتوقع لنوصل؟,وصولنا المتوقع؟,المتوقع ديالنا؟,وصولنا المتوقع؟,وصولنا المتوقع؟,حقنا شنو؟,متوقع وصولنا؟,وصولنا المقدر ؟,وصولنا المتوقع؟,غادي نوصلو؟,الوصول المتوقع حقنا؟,المتوقع تبعنا؟,حقنا للوصول؟,باش نوصلوا؟,وصولنا المتوقع؟,المتوقع لوصولنا؟
6086,بقا بدي أدفع هلئ.,فعايز أدفع دلوقتى.,لهذا حبيت نخلص دوك.,هيك حابب أدفع هلأ.,انا عايز ادفع دلوقتي.,لذلك أريد أدفع هسة.,ذلك اريد ادفع هسه.,بدي ادفع هلق .,بهكي نبي ندفع توا:.,حابب أدفع دلوقتي .,حابب ادفع هلأ.,وقت، فأبغي ادفع الحين.,لاش بغيت نخلص دابا.,فأبا ادفع دحين.,هيك حابب أدفع هلأ.,كده داير ادفع أسى.,لذلك اغيد ادفع هسا.,أن أدفع الآن .,باجر، ابغا أدفع الآن.,من أحسن نخلص دابا.,ابغى ادفع الان.,بدي ادفع هلا .,اشتي ادفع ذلحين.,علاش نحب نخلص توة.,فا نبي نخلص توا.,مالا ماضبيا نخلص توا.
6100,إذا سمحت.,لو سمحت.,من فضلك.,لو سمحت.,لو سمحت.,شيري، رجائا.,شيري، رجاءا.,بتريد .,لو سمحت.,سمحت .,لو سمحت.,لو سمحت.,شيري، عافاك.,لو سمحت.,لو سمحت.,من فضلك.,شيري، رجاءا.,من فضلك .,من فضلك.,شري، عفاك.,لو سمحت.,سمحت .,لو سمحت.,شيري، يعيشك.,لو ممكن.,جاف، يعيشك.
6109,إذا سمحت.,من فضلك.,من فضلك.,المدخنين، لو سمحت.,بالتدخين، لو سمحت.,المدخنين، رجائا.,مدخنين، رجاءا.,إذا بتريد .,لو سمحت.,لو سمحت .,المدخنين، رجاءً.,لو سمحت.,المدخنين عافاك.,لو سمحت.,تدخين، لو سمحت.,من فضلك.,المدخنين، رجاءا.,، من فضلك .,من فضلك.,فيها، عفاك.,لو سمحت.,لو سمحت .,المدخنين، لوسمحت.,فيها، يعيشك.,مدخنين، لو سمحت.,تدخين، يعيشك.
6156,مشغول هلئ.,مشغول دلوقتى.,مشغول دوكا.,مشغول هلأ.,دلوقتي.,مشغول هسة.,مشغول هسه.,هلق .,مشغول توا.,دلوقتي .,مشغول هلأ.,هو مشغول.,مشغول دابا.,مشغول دحين.,مشغول هلأ.,مشغول الآن.,مشغول هسه.,الآن .,مشغول الحين.,هاد الساعة.,مشغول الان.,هلا .,مشغول ذلحين.,توة.,فاضي توا.,اللحظة هذي.
6167,للكتب يلي بهالمكتبة؟,اللى فى المكتبة دى؟,الكتابات في هاذ المكتبة؟,الكتب بهاي المكتبة؟,على الكتب في المكتبة؟,لهذه المكتبة؟,للكتببهاي المكتبة؟,كتب بهالمكتبة ؟,للكتب في المكتبة هضي؟,في المكتبة ديه؟,الكتب بهي المكتبة؟,كتب من هالمكتبة؟,لهدا الكتب فالمكتبة؟,في دي المكتبة؟,في هاي المكتبة؟,للكتب في المكتبة دي؟,يصلون للكتب بالمكتبه؟,الكتب في المكتبة ؟,الكتب في هذه المكتبة؟,ياخدو لكتوبا ديال المكتابا؟,الدخول لهذه المكتبة؟,للكتب بهاي المكتبة؟,في هذه المكتبة؟,كتب من المكتبة؟,يخشو للمكتبه؟,الكتب في المكتبة هاذي؟
6179,للساعة تنتين بعد الضهر؟,لحد اتنين بعد الضهر؟,الساعة الثانية بعد الزوال؟,للساعة تنتين المسا؟,لغاية الساعة اتنين الضهر؟,ساعة ثنتين الظهر؟,للثنتين ورا الظهر؟,للساعة تنتين بعد الظهر؟,لعندي الاثنين بعد الظهر؟,غرفتي لحد اتنين الضهر؟,تنتين بعد الضهر؟,لي ثنتين الظهر؟,حتى الجوج مور الظهر؟,الساعة اتنين المساء؟,تنتين بعد الظهر؟,لغاية اتنين بعد الظهر؟,الساعه ثنتين بعد الظهغ؟,غرفتي حتى الثانية مساءً ؟,الساعة الثانية بعد الظهر؟,حتى الجوج ديال الزوال؟,الى الساعة ثنتين المساء؟,للساعة ثنتين المسا؟,الساعة ثنتين بعد الظهر؟,للساعتين متاع القايلة؟,الساعة اتنين بعد الظهر؟,الماضي ساعتين متاع القايلة؟
6190,توقيتك. ما مشكلة.,بالوقت بتاعك. مفيش مشكلة.,في وقتك. اتفقنا.,بوقتك. طيب.,بتوقيتك. كدة ماشي.,بوقتك، عادي.,بوقتك. اوكي.,بوقتك . معليه.,بتوقيتك. مش مشكلة.,. كده كويس .,عتوقيتك. مو مشكلة.,بتوقيتك. ماعليه.,الخيرلوقتك. راه بخير.,بوقتك. عادي.,بتوقيتك. أوكي.,وقتك. اوكي.,وقتك. هو اوكي.,إنه على ما يرام .,بوقتك. انه بخير.,مبروك. كون هاني.,بوقتك. هو اوك.,. اوك تمام .,الخير. عادي.,في وقته. متفاهمين.,انت. لكن تمام.,من توا. متفقين.
6193,هاد لهي الكاميرا، إذا سمحت.,ده للكاميرا دى، من فضلك.,إس إيه لهاذ آلة التصوير، من فضلك.,ايه لهاي الكاميرا، لو سمحت.,ده للكاميرا دي، لو سمحت.,اس ايه لهذي الكامرة، رجاء.,ايه هذا لهاي الكاميرا، رجاءا.,إيه اس إيه لهاد الكاميرا، عفاك.,هضا للكاميرا هضي، لو سمحت .,ده للكاميرا دي، من فضلك.,هاد لهي الكاميرا، لو سمحت.,حق هالكاميرا، لو سمحت.,اس ايه لهاد الكاميرا، عافاك.,إيه لدي الكاميرا، لو سمحت.,إس لهاي الكاميرا، لو سمحت.,ايه ده للكاميرا دي، من فضلك.,ايه لهل الكامره، رجاءا.,لهذه الكاميرا ، من فضلك .,هذا لهذه الكاميرا، من فضلك.,لهاد لاباراي ديال التصاور، عفاك.,هذا لهذه الكاميرا، لو سمحت.,ايه لهاي الكاميرا، لو سمحت .,اس ايه لهذه الكيمره، لو سمحت.,ايه هذا للمصورة هذه، يعيشك.,هدا للكاميرا هادي، من فضلك.,إيه هاذا للمصورة هذي، يعيشك.
6205,لوحات مونيت؟,لوحات مونيت؟,لوحات موني؟,اللوحات المونية؟,رسومات مونت؟,لوحات مونه؟,لوحات مونيه؟,لوحات مونيت؟,رسمات مونتي؟,لوحات مونيه؟,لوحات مونيت؟,رسومات مونيت؟,ديال مونيه؟,رسمات مونينت؟,رسمات مونت؟,دهانات مونت؟,لوحات مونيتس؟,مونيت ؟,لوحات مونيه؟,ديال موني؟,رسمات مونتي؟,رسمات مونيت؟,حق مونت؟,تصاور مونيه؟,رسمات مونيه؟,طابلوات موني؟
6214,مين ساواها؟,مين عملها؟,شكون دارها؟,مين عملها؟,مين اللي عملها؟,منو مسويهة؟,منو مسويها؟,مين عملا؟,من دارها؟,. مين عملها؟,مين عملها؟,من سواها؟,شكون صوبها؟,مين سواها؟,مين عملها؟,العملها منو؟,منو عملا؟,من صنعها ؟,شو مسوايه؟,شكون دارها؟,من طبخها؟,مين عملها؟,من فعلها؟,شكون عملها؟,من دارها؟,شكون طيبها؟
6221,طعمة هالطبق؟,زى إيه؟,تع هاذ الطبق؟,هاد الأكل؟,زي ايه؟,هذي الاكلة؟,يشبه شنو؟,طعمتو هالصحن؟,الاكله هضي؟,الاكل ده ايه؟,طعمة هالوجبة؟,طعمه هالطبق؟,كيشبه هاد الطبق؟,الاكل دا؟,هدا الطبق؟,الصحن دا؟,هذا الطبق؟,هذا الطبق ؟,طعم هالطبق؟,هاد لماكلا؟,هذا الطبق؟,هاد الطبق؟,هذا الطبق؟,الصحن هذا؟,الأكله هادي؟,ها البلا؟
6227,هنن غاليات.,هما غاليين.,بزاف غاليين.,كمان غاليين.,دول غاليين.,هن غاليات.,هم غاليين.,كمان .,هما غاليين.,غاليين .,غاليين.,هم غاليين.,هادوك غالين.,سعرهم غالي.,غاليين.,هم غالين.,همه مغاليين.,غاليين .,غالية.,هوما غاليين.,هم غالين.,غاليين .,غاليات.,زادة غاليين.,هما غاليين.,غالين برشا.
6228,الجاي ع بوسطن؟,رايح بوسطن هيمشى؟,الموالي لبوستون؟,الجاي على بوسطن؟,رايح بوسطن هيمشي امتى؟,الجاي لبوسطن؟,لبوستون الجاي يطلع؟,تراين عبوسطن؟,الجاي لبوستن؟,اللي رايح بوستون؟,الجاية على بوسطن؟,الجاي حق بوسطن؟,الجاي لبوسطن؟,بيمشي من بوستن؟,بوسطن التاني؟,التالي إلى بوسطن؟,الثاني لبوسطن؟,إلى بوسطن ؟,الياي لبوسطن؟,لاخور ل بوستون؟,يغادر لبوسطن؟,الجاي ل بوسطن؟,الثاني لا بوسطن؟,الجاي من بوستن؟,الجاي لبوسطن؟,من بعد لبوسطن؟
6232,أتعلم غولف.,أتعلم الجولف.,نلعب الغولف.,أتعلم جولف.,أتعلم جولف.,اتلم كولف.,اتعلم كولف.,غولف .,نتعلم غولف.,جولف .,اتعلم غولف.,اتعلم قولف.,نتعلم الغولف.,اتعلم قولف.,أتعلم غولف.,لتعلم القولف.,اتعلم كولف.,الجولف .,تعلم الغولف.,نلعب الغولف.,لاتعلم الغولف.,غولف .,اتعلم غولف.,نتعلم القولف.,نتعلم قولف.,نلعب الغولف.
6247,مشروب تاني.,مشروب تانى.,كأس واحدوأخر.,أشرب مرة تانية.,مشروب تاني.,ثاني، رجائا.,شراب ثاني.,مشروب تاني .,مشروب اخر.,كاس تاني .,لو سمحت.,شراب ثاني.,مشروب أخور.,شراب تاني.,كمان كاسة.,مشروب تاني.,شراب اللاخ.,مشروباً أخر .,مشروب آخر.,كاس آخور.,شراب ثاني.,شراب ثاني .,مشروب ثاني.,كاس اخر.,مشروب تاني.,كاس آخر.
6253,متزلج معلم.,دة حلو.,المتزحلق على الماء.,أمواج شاطر.,ده جامد.,جيد.,كلش زين.,راكب الأمواج.,كويس بكل.,قوي .,الأمواج هاد.,واجد زين.,زوين.,امواج ممتاز.,أمواج شاطر.,جيد جدا.,امواج مليح.,ماهر للأمواج .,جيد.,زوين بزاف.,امواج جيد.,كويس .,متزلج رهيب.,موج هايل.,امواج مليح.,موج تحفون.
6272,قصار كتير.,قصيرة أوى.,قصار بزاف.,كتير قصيرة.,قصيرة خالص.,كلش كصيرة.,كصيرة كلش.,قصار .,قصار بكل.,قوي .,قصار كتير.,واجد قصيرة.,قصار بزاف.,قصيرة مرة.,كتير قصار.,قصيرة جدا.,كلش قصاغ.,قصيرة جدا .,قصيرة جدا.,مقزبين بزاف.,صغيرة جدا.,قصار .,قصار قوي.,قصار بارشا.,قصار هلبة.,قصار برشا.
6283,أعبي البنزين؟,أملا بنزين؟,تحط البترول؟,أحط بنزين؟,أحط البنزين؟,احط البنزين؟,تعبي بانزين؟,بعبي البنزين؟,نعبي البنزينة؟,بنزين في العربية؟,بحط البنزين؟,اصب البترول؟,ندير الوقود؟,احط البنزين؟,أعبي البنزين؟,أخت البنزين؟,اخلي البانزين؟,كيف أضع الغاز ؟,كيف اصب الوقود؟,كاتحط الليسونس؟,تحط البنزين؟,احط البنزين؟,أعبي بترول؟,تحط الليسونس؟,نحط البنزينة؟,تحط المازوت؟
6285,بتتضمن الفطور؟,شاملة الفطار؟,داخل فالسعر تع الفندق؟,شاملة الفطور؟,تشمل الفطار؟,تتضمن الريوك؟,تشمل الريوك؟,ضمنا الترويقة؟,تضمن الفطور؟,للفندق شامل الفطار؟,بيتضمن الفطور؟,تشمل الريوق؟,داخل فيه الفطور؟,رسوم على الفطور؟,بيشمل الفطور؟,بتشمل الفطور؟,تتضمن التغيوقه؟,تضم الإفطار ؟,الفندق وجبة الإفطار؟,داخل فيه لفطور؟,تتضمن الفطور؟,بتشمل الفطور؟,تتضمن الصبوح؟,فيه فطور الصباح؟,حتى حق الفطور؟,فطور الصباح؟
6287,كل شي؟,كل حاجة؟,ماكان؟,كل اشي؟,كل حاجة؟,كلشي؟,كلشي؟,كل شي؟,كل شي؟,كل حاجه؟,كلشي؟,كل شي؟,هادا كلشي؟,كل شيء؟,كل اشي؟,كل شي؟,كل ش؟,شيء ؟,كل شي؟,لي كاين؟,كل شيء؟,كل شي؟,هذا كله؟,كل شيء؟,كل شي؟,كل شي؟
6291,بآخر هالشارع.,الطريق دة.,هاذ الطريق.,هاد الطريق.,اخر الطريق.,هذا الطريق.,هذا الشارع.,الشارع .,الطريق هضا.,الطريق ده.,بأخر هالشارع.,في هالطريق.,هاد الطريق.,الشارع.,أخر الشارع.,الطريق دا.,هذا الطريق.,هذا الطريق .,الطريق هذا.,هاد الطريق.,هذا الطريق.,هاد الطريق.,هذا الطريق.,الطريق هذا.,نهاية الشارع.,الطريق هذا.
6339,شغل العداد.,شغل العداد.,تشغل العداد.,شغل العداد.,شغل العداد.,ابدي العداد.,شغل العداد.,بلش العداد.,شغل العداد.,العداد .,شغل العداد.,شغل العداد.,العداد واجد.,شغل العداد.,افتح العداد.,أبدا العداد.,ابدي العداد.,العداد .,شغل العداد.,تخدم الكونطور.,شغل العداد.,بلش العداد.,شغل العداد.,العداد يمشي.,شغل العداد.,خدم العداد.
6363,كتير باردة.,ساقعة جدا.,فالغرفة ديالي.,كتير باردة.,برد جداً.,كلش باردة.,كلش باردة.,باردة .,مسقعة بكل.,قوي .,باردة كتير.,واجد باردة.,باردة بزاف.,مرة باردة.,كتير باردة.,باردة شديد.,كلش بيغدي.,اللازم .,واجد بارده.,لابيت عندي.,باردة جدا.,كثير .,باردة قوي.,في بيتي.,مصقعه هلبه.,باردة برشا.
6411,بتكون زحمتنا أخف.,أقل من كدة.,غير نتفرغ شوية.,نبطل مشغوليين كتير.,مش مشغول قوي.,اكون كلش مشغول.,نكول ما مشغولين.,عنا شوي .,لما نكونو مشغولين أقل.,مشغوليتك أقل .,نفضى شوي.,نفضى شوي.,منكونش مشغول بزاف.,نفضى شوي.,نفضى شوي.,نكون مشغولين أقل.,نكون ما كلش مشغولين.,أقل انشغالاً .,انكون أقل انشغالا.,وانا معاك.,صرنا اقل انشغال.,مش مشغول .,نفضى شوية.,ما نكونش لاهي.,مش مشغول هلبه.,نكون مش مشغول برشا.
6413,واحد أكبر؟,واحد أكبر؟,واحد كبير؟,واحد أكبر؟,من ده؟,وحدة أكبر؟,واحد اكبر؟,واحد اكبر؟,وحدة أكبر؟,حاجة اكبر؟,واحد أكبر؟,واحد اكبر؟,كبر منو؟,وحدة اكبر؟,واحد أكبر؟,واحد أكبر؟,وحدي اكبغ؟,أكبر ؟,اكبر؟,واحد اكبر؟,اكبر؟,وحدة اكبر؟,واحدة أكير؟,ما اكبر؟,واحد اكبر؟,ما أكبر؟
6418,أحسن.,إنى أحسن.,بروحي أفضل.,حالي أحسن.,نفسي أحسن.,هواية احسن.,بتحسن.,احسن .,اني احسن.,احسن .,حالي أحسن.,اني احسن.,بتحسن.,اني احسن.,حالي أحسن.,بتحسن.,بتحسن.,بتحسن .,زين.,دابا حسن.,بتحسن.,احسن .,احسن.,بروحي ابرك.,احسن.,روحي خير.
6430,جغرافيا اليابان؟,بجغرافية اليابان؟,تع اليابان؟,جغرافية اليابان؟,عن جغرافية اليابان؟,جغرافية اليابان؟,بجغرافية اليابان؟,بجغرافيا باليابان؟,الجغرافيا بتاع اليابان؟,فاهم جغرفية اليابان؟,بجغرافية اليابان؟,جغرافيا اليابان؟,ديال اليابان؟,الطبيعة الجغرافية لليأبان؟,جغرافية اليابان؟,مع جغرافية اليابان؟,مال اليابان؟,بجغرافيا اليابان ؟,بجغرافية اليابان؟,ديال اليابان؟,بجغرافية اليابان؟,بجغرافية اليابان؟,على جغرافية اليابان؟,الجغرافيا اليابانية؟,علي جغرافية اليابان؟,جغرافيا اليابان؟
6436,وين أنا عهالخريطة.,فين على الخريطة دى.,راني على هاذ المخطط.,أنا موجود بالخريطة هاي.,فين على الخريطة دي.,وين بهذي الخريطة.,على هاي الخريطة.,وين عهالخريطة .,أنا في الخريطة هضي.,فين عالخريطة ديه .,أنا عالخريطة.,وين على هالخريطة.,أنا فهاد الخريطة.,على دي الخريطة.,أنا على هاي الخارطة.,اكون في الخريطة دي.,وين بهالخريطة.,على هذه الخريطة .,في هذه الخريطة.,ف هاد لخريطا.,انا في هذه الخريطة.,انا بالخريطة .,انا في هذه الخريطة.,وين في الخريطة.,في الخريطة هادي.,موجود على الخريطة هاذي.
