ID,Aleppo,Alexandria,Algiers,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddah,Jerusalem,Khartoum,Mosul,MSA,Muscat,Rabat,Riyadh,Salt,Sanaa,Sfax,Tripoli,Tunis
1997,هالتكسي مجاني شي؟,التاكسى دة فاضى؟,اذا هاذ الطاكسي فارغ؟,هاد التاكسي مجاني؟,هو ده معلهوش ضرايب؟,هل هذا التاكسي مجاني؟,هذا التكسي فارغ؟,هالتاكسي بلاش؟,التاكسي هضا ببلاش؟,التاكسي ده مجاني؟,هاد التاكسي مجاني؟,هذي التكسي ببلاش؟,واش هاد الطاكسي مجاني؟,التاكسي دا مجاني؟,هدا التكسي ببلاش؟,هل التكسي دا مجاني؟,هل هاذي التكسي ببلاش؟,هذه السيارة الأجرة متاحة ؟,هل هالتاكسي مجانا؟,واش هاد الطاكسي خدام؟,هل هذا التاكسي مجاني؟,هاد التكسي ببلاش؟,ذيه التاكسي فاضي؟,التكسي فاضي؟,التاكسي هدا فاضي؟,فاضي التاكسي هذا؟
1998,هي محطة اكسبريس؟,هي دي محطة اكسبريس؟,اذا هاذ المحطة إكسبرس؟,هاي محطة اكسبريس؟,هي دي محطة اكسبريس؟,هل هذه محطة اكسبريس؟,هاي محطة اكسبريس؟,هيدي محطة التران السريع؟,هل هضي المحطة اكسبريس؟,المحطة دي اكسبريس؟,هي محطة اكسبريس؟,هذي محطة القطار السريع؟,واش هادي محطة اكسبريس؟,دي محطة اكسبريس؟,هاي محطة اكسبريس؟,هل دي محطة اكسبريس؟,هل هذي محطة اكسبريس؟,هذه محطة قطار سريع ؟,هل هاذي محطة اكسبريس؟,واش هاد المحطة اكسبريس؟,هل هذي المحطة اكسبريس؟,هاي محطة اكسبريس؟,هذه محطة اكسبريس؟,هذه محطة اكسبريس؟,هل المحطة هادي اكسبريس؟,هاذي المحطة اكسبريس؟
2001,إيمت لازم أجي؟,المفروض أجى الساعة كام؟,آما ساعة لازم نولي؟,متى لازم آجي هون؟,هو المفروض اعدي امتى؟,شوكت المفروض اجي؟,شوكت لازم اجي؟,أي ساعة لازم إجي؟,امتى المفروض نجي؟,أمتى مفروض أجي؟,بأي وقت لازم اجي؟,الساعة كم اجي؟,فأي وقت نجي لهنا؟,متى لازم اجي؟,أي ساعة أجي؟,زمن مفروض اجي ماري؟,اي وقت لازم اجي؟,ينبغي أن آتي ؟,الوقت الي لازم ايي؟,وقتاش خاصني نجي؟,متى لازم اجي؟,أي ساعة لازم أجي؟,من وقت المفروض اجي به؟,اما وقت لازمني نرجع؟,اما ساعه مفروض انجي؟,انا وقت يلزمني نجي؟
2003,بريق نبيذ أبيض صغير.,فضلك عاوز قارورة نبيت أبيض صغير.,حاب قنينة من النبيذ الأبيض.,قنينة من النبيذ الأبيض.,عايز جزازة نبيت أبيض صغيرة.,قنينة صغيرة نبيذ ابيض.,بطل نبيذ ابيض زغير.,قنينة زغيرة من النبيد الأبيض .,شيشة صغيرة من النبيذ الأبيض.,أزازة نبيت أبيض صغيرة.,ابريق نبيت أبيض صغير.,غرشة صغيرة واين ابيض.,بريق صغير ديال النبيذ الأبيض.,قنينة صغيرة من النبيذ الأبيض.,قنينة نبيد أبيض صغيرة.,دورق صغير من نبيذ ابيض.,قنينه صغيغي من النبيذ الابيض.,دورقاً صغيراً من الخمر الأبيض .,غرشه صغيره من النبيذ الأبيض.,ابريق ديال النبيذ الأبيض.,قنينة صغيرة من النبيذ الأبيض.,قنينة صغيرة من النبيذ لابيض .,قاروره صغيره نبيذ ابيض.,دبوزة صغيرة شراب ابيض.,شيشة صغيرة من النبيذ الابيض.,دبوزة صغيرة متاع شراب ابيض عيشك.
2005,آخد وجبتي بعدين؟ مالي حاسس حالي منيح هلئ.,أخد الوجبة بتاعتى بعدين؟ مش حاسس إنى كويس أوى دلوقتى.,نقدر ناكل ممبعد؟ مانيش نحس روحي مليح.,أخد وجبتي بعدين؟ حاسس حالي مو على بعضي هلأ.,آخد الوجبة بتاعتي بعدين؟ انا حاسس أني مش كويس دلوفتي.,اخذ الوجبة بعدين؟ احس نفسي بحالة مو جيدة حالياً.,اكدر اكل وجبتي بعدين؟ احس نفسي متخربط هسه.,إخد وجبتي بعدين؟ مش حاسس كتير منيح هلأ .,ناكل وجبتي بعدين؟ مش حاس اني كويس توا.,ممكن أخد أكلتي بعدين؟ انا مش حاسس اني كويس دلوقتي.,معلش آكل وجبتي بعدين؟ حاسس حالي تعبان هلأ.,يصير اخذ وجبتي بعدين؟ احس تعبان شوي.,ممكن ناخد الماكلة ديالي من بعد؟ ما كنحسش براسي . مزيان حاليا.,اخذ اكلي بعدين؟ حاس اني مو كويس دحين.,بقدر أكل بعدين؟ مش حاسس حالي منيح هلأ.,اخد وجبتي فيما بعد؟ ما حاسي اني كويس أسى.,اطيق اخذ وجبتي بعدين؟ ما عدشعر مليح هسا.,يمكنني الحصول على وجبتي فيما بعد ؟ أنا أشعر أنني لست على ما يرام الآن .,اقدر اكل عقب؟ ماحس انا زين هالوقت.,ناخد الوجبة ديالي من بعد؟ م كا نحسش براسي مزيان دابا.,احص على وجبتي في وقت ثاني؟ ما اشعر اني بحالة جيدة حاليا.,بقدر أخذ وجبتي بعدين . مش حاس حالي كويس هلا .,أتغدى بعدين؟ ما بين احسش ان انا بخير الان.,نجم ناخو فطوري من بعد. منيش مريقل توا.,ناكل وجبتي بعدين؟ انحس في روحي مش كويس توا.,انجم ناكل بعد؟ متقلق شوية توا.
2025,عندي خبر. رح أتجوز.,انا عندى أخبار. أنا هتجوز.,عندي الجديد. راني رايح نتزوج.,عندي أخبار. أنا تزوجت.,انا عندي أخبار. أنا إتجوزت.,عندي اخبار ساره. راح اتزوج.,عندي خبر. راح اتزوج.,عندي أخبار . رح إتجوز .,عندي خبر، أنا حنتزوج.,انا عندي اخبار جديدة، انا اتجوزت .,عندي أخبار. رح اتزوج.,الصج، عندي خبر. بتزوج.,الواقع، عرفت الأخبار. أنا غنتزوج.,حقيقة، عندي اخبار. حتزوج.,عندي شوية أخبار. بدي أتجوز.,الحقيقة، عندي اخبار. انا ح اتزوج.,عندي اخبار، غاح اتزوج.,لدي أخبار . أنا سأتزوج .,حصلت على الاخبار. انا تزوجت.,عندي شي أخبار. غادي نتزوج.,الحقيقة، عندي خبر. بتزوج.,عندي أخبار، تزوجت .,الواقع، معي لكم خبر. قد انا شا اتزوج.,فكرة، عندي الجديد. باش نعرس.,الحقيقة، عندي اخبار. حنتزوج.,راو، عندي خبير. بش نعرس.
2033,بنطلونات تانية؟,أى بنطلونات تانية؟,سروال واحد أوخر؟,في بلاطين تانية؟,أى بنطلونات تانية؟,اكو غير بناطير؟,اكو بنطرون ثاني؟,أي بناطلين تانية؟,أي سراويل أخرى؟,أي بنطلونات تانية؟,في بنطلون تاني؟,اي بوانطلين ثانية؟,كاين شي سراول أخرين؟,فيه بنطلون ثاني؟,في بنطلونات تانية؟,اي سراويل تانيه؟,اي سراويل اخرى؟,بنطلون أخر ؟,في سراويل غيرهم؟,شي سراويل اخرى؟,فيه سراويل ثانية؟,في بناطيل ثانية؟,اي بنطلونات ثانيه؟,سروال آخر؟,اي بناطلين تانيات؟,فما سراويل اخرى؟
2035,خرج آخد برنامج؟,ممكن أخد برنامج؟,اذا نقدر نعرف البرنامج؟,بقدر آخد برنامج؟,ممكن برنامج؟,ممكن اخذ البرنامج؟,اكدر احصل على برنامج؟,فيي إخد برنامج؟,نقدر ناخذ برنامج؟,ممكن برنامج؟,ممكن تعطيني برنامج؟,ممكن اخذ برنامج؟,يمكن لي ناخد البرنامج؟,ممكن خطة؟,بقدر أخد برنامج؟,ممكن اخد برنامج؟,اطيق احصل على برنامج؟,يمكنني الحصول على برنامج ؟,اقدر احصل برنامج؟,ممكن تعطيني شي برنامج؟,اقدر احصل على برنامج؟,بقدرأخذ البرنامج؟,ممكن تدي لي برنامج؟,نجم ناخو البرنامج؟,نقدر نحصل برنامج؟,انجم ناخو برنامج؟
2052,انفشت غرفتي امبارحة بالليل.,حد اقتحم أوضتى الليلة اللى فاتت.,على الغرفة ديالي عشية البارح.,حد اقتحم غرفتي الليلة الماضية.,اقتحم اوضتي إمبارح بليل.,دخل غرفتي الليلة الماضية.,اقتحم غرفتي البارحة بالليل.,فات بالقوة على أوضتي ليلة مبارح .,حد خاشلها امس في الليل.,اقتحم اوضتي امبارح بليل .,حدا اقتحم غرفتي مبارح بالليل.,اقتحم غرفتي البارحة فالليل.,حد اقتحم الغرفة ديالي لبارح فليل.,واحد اقتحم غرفتي ليلة امس.,حدا اقتحم غرفتي الليلة الماضية.,وزل اقتحم غرفتي امبارح بالليل.,اقتحم غرفتي البيحه بالليل.,غرفتي الليلة الماضية .,شخص اقتحم غرفتي الليلة الماضية.,واحد اقتاحم الغرفة ديالي البارح بالليل.,اقتحم غرفتي امس في الليل.,اقتحم غرفتي ليلة مبارح.,اقتحم غرفتي ليله امس.,حد اقتحم بيتي البارح في الليل.,حد خش لداري أمس الليل.,شكون دخلي لبيتي لبارح في الليل.
2055,السمكة يلي شفتها اليوم بكتاب الصور، إذا سمحت.,اللى شفتها النهاردة فى كتاب الصور، من فضلك.,الحوت االلي شفتو ليوم فكتاب التصاور، من فضلك.,اللي شفتها اليوم في كتاب الصور، لو سمحت.,اللي شوفتها في كتاب الصور إنهاردة، لو سمحت.,السمجة الي شفتها بالكتاب المصور، رجاءً.,السمجة ألي شفتها اليوم بكتاب الصور، بلا زحمة.,السمكة اللي شفتا بصورة الكتاب، عمول معروف .,الي شفتها اليوم في كتاب الصور، لو سمحت.,اللي شفته النهاردة في الكتاب المصور، من فضلك .,السمكة يللي شفتها اليوم بكتاب الصور، رجاءً.,اللي شفتها اليوم في كتب الصور، لو سمحت.,السمكة اللي شفت اليوم فكتاب التصاور، عافاك.,اللي شفتها اليوم في كتاب الصور، لو سمحت.,يلي شفتها اليوم في كتاب الصور، لو سمحت.,السمك الشفته اليوم في الألبوم، من فضلك.,السمكي اللي شفتوهو بكتاب الصور، رجاءا.,التي رأيتها اليوم في كتاب الصور ، من فضلك .,السمك الي شفتها في كتاب الصور، لو سمحت.,لي شفت في التصويرة ديال الكتاب اليوم، عافاك.,اللي شفتها اليوم في كتاب الصور، لو سمحت.,اللي شفته اليوم بكتاب الصور، لو سمحت .,السمكه اللي ابسرتها في كتاب الصور، لو سمحت.,الحوت الي ريته اليوم في الكتاب، يعيشك.,الحوته الي شفتها اليوم في البوم الصور، لو سمحت.,الحوتة الي شفتها اليوم في كتاب التصاور، عيشك.
2083,التعليمات على علبة الأكل المفضاية من الهوا.,التعليمات على عبوة الأكل المفرغة من الهوا.,المعلومات على الغلاف المفرغ من الهواء للغذاء.,الارشادات اللي على باكيدج الأكل المغلفة.,التعليمات اللي على علبة الأكل المفرغة من الهوا.,التعليمات على غلاف الطعام المفرغ من الهوا.,التعليمات الموجودة على غلاف الاكل المفرغ من الهوا.,التعليمات على علبة الأكل المغلفة .,التعليمات على التغليف البلاستيك متاع رزمة الوكال.,التعليمات اللي على باكيدج الاكل المتفرغ.,الإرشادات المكتوبة على علبة الأكل المفرغة من الهوا.,التعليمات على علبة الأكل المفرغة من الهوا.,على حزمة الغدا المغلف اللي مفرغ من الهواء.,التعليمات على غلاف الطعام المفرغ من الهواء.,التعليمات على كيس الأكل المضغوط.,التعليمات في علبة الأكل المفرغة من الهواء.,التعليمات على حزمة الاكل المفرغة من الهوا.,التعليمات على علبة الطعام الفارغة .,التعليمات على حزمة الغذاء المفرغة من الهواء.,الارشادات في ظهر الباكية ديال الماكلة المعلبة.,التعليمات على غلاف الاكل المغلف.,التعليمات اللي على غلاف الأكل المفرغة.,التعليمات اللي فوق غلاف الاكل المفرغ من الهواء.,المعلومات في اللومبالاج متاع الماكلة.,التعليمات الي علي شكارة الماكلة المفرغه من الهوا.,التعليمات على باكو الماكلة الي مجبود منو الهواء.
2086,بدي مصاري ورق.,أنا عاوز فلوس ورق.,راني حاب تذاكر.,بدي فلوس من ورق.,أنا عايز فلوس ورقية.,اريد فلوس ورقية.,اريد فلوس.,بدي مصاري ورق .,نبي فلوس ورق.,عايز فلوس ورق .,بدي مصاري ورق.,بغيت انواط.,بغيت الفلوس وراق.,أبا فلوس ورقية.,بدي مصاري ورق.,داير قروش ورق.,اغيد فلوس ورقيي.,أريد نقوداً ورقية .,أبا ورق فلوس.,بغيت الفلوس وراق.,ابغى أوراق نقدية.,بدي مصاري ورق .,اشتي زلط ورقيه.,نحب التساكرر.,نبي فلوس ورق.,تحب فلوس اوراق.
2100,شدلي جزداني وهرب بعيد.,خطف المحفظة بتاعتى وهرب.,محفظة النقود و هرب.,أخد محفظتي وهرب بعيد.,هو لطش المحفظة بتاعتي وجري.,نشل محفظتي وطفر.,باك محفظتي وشرد.,جزداني و هرب .,كر محفظتي و هرب بعيد.,محفظتي و جري .,خطف جزداني وركض.,باق بوكي وشرد.,خدا البزطام ديالي وهرب.,سرق محظفتي وهرب.,سرق محفظتي و هرب.,هو خطف محفظتي وهرب.,هو اخذ محفضتي وانهزم.,محفظتي وجرى بعيداً .,سرق بوكي وشرد.,ليا البزطام ديالي و هرب.,خطف محفظتي و هرب.,محفظتي و هرب .,سرق محفظتي وجري بعيد.,سرقلي سطوشي و هرب.,خنب شنطتي و هرب.,صطوشي و هرب يجري.
2119,ما عندك دروس تجريبية؟,معندكش دروس تجريبية؟,عندك دروس التجريب؟,أخدت دروس عن ممر المشاة؟,معندكش دروس تجريبية؟,ماعدكم دروس تجريبية؟,مو عندك دروس تجريبية؟,ما عندك دروس تجريبية؟,مش عندك دروس تجريبية؟,عندك دروس تجريبية؟,ما عندك دروس تجريبية؟,ما عندكم دروس تجريبية؟,واش عندك دروس تجريبية؟,ما عندك دروس تجريبية؟,عندك دروس تجريبية؟,م عندك دروس تجريبيه؟,ما عندك دروس تجريبيي؟,لديك دروس تجريبية ؟,ما عندك دروس تجريبية؟,ماعندكش دروس للتجريب؟,ما عندك حصص تجريبية؟,ما عندك دروس تجريبية؟,مابش معك دروس تجريبيه؟,معندكش دروس تجريبية؟,ماعندكمش دروس تجريبيه؟,ما عندكمش دروس تجراب؟
2147,بحسن أشتري طوابع بريدية؟,أشترى منين طوابع بريد؟,وين نقدر نشري الطوابع؟,وين بقدر أشتري طوابع البريد؟,فين أقدر أشتري طوابع البوستة؟,وين الكه طوابع بريدية؟,اكدر اشتري طوابع مال بريد؟,فيي إشتري طوابع بريدية؟,نقدر نشري طوابع بريد؟,أقدر اشتري طوابع بريدية؟,وين بقدر اشتري طوابع بريدية؟,اقدر اشتري طوابع بريدية؟,يمكن لي نشري الطوابع البريدية؟,فين اشتري طوابع بريد؟,بقدر أشتري طوابع بريد؟,ممكن اشتري طوابع بريدية؟,اطيق اشتغي طوابع بريديي؟,يمكنني أن أشتري طوابع بريد ؟,اقدر اشتري الطوابع البريدية؟,نقدر نشري التنابر ديال البريد؟,اقدر اشتري طوابع بريدية؟,وين بقدر اشتري طوابع البريد؟,اين اقدر اشتري طوابع البريد؟,منين نشري تنابر؟,وين نقدر نشري طوابع بريديه؟,انجم نشري تنابر بوسطة؟
2148,أنا من بريطانيا العظمى.,أنا من بريطانيا العظمى.,جيت من بريطانيا.,أنا من بريطانيا العظمى.,أنا من بريطانيا العظمى.,اني من بريطانيا العظمى.,انا من بريطانيا.,من بريطانيا العظمى .,أنا من بريطانيا.,من بريطانيا العظمي .,أنا من بريطانيا العظمى.,انا من بريطانيا.,أنا من بريطانيا العظمى.,انا من بريطانيا العظيمة.,أنا من بريطانيا.,انا من بريطانيا العظمى.,انا من برطانيا العظيمي.,من بريطانيا العظمى .,انا من بريطانيا العظمى.,أنا من بريطانيا.,انا من بريطانيا العظمى.,أنا من بريطانيا .,انا من بريطانيا العظمى.,جيت من بريطانيا.,أني من بريطانيا.,انا من بريطانيا العضمى.
2156,أشوف الموضوع مع مرتي.,أشوف دة مع مراتى.,نشوف مع الزوجة ديالي.,أشيك على الموضوع مع زوجتي.,لازم أشوف الموضوع ده مع مراتي.,اجيك هذا الشي ويه زوجتي.,راح اجيكه ويه زوجتي.,إتأكد من هيدا مع مرتي .,نشوف هضا مع مراتي.,ارتبها الاول مع مراتي .,اسأل زوجتي عن هالموضوع.,لازم اجيكه مع زوجتي.,نتأكد من داكشي أنا ومراتي.,يبالي اشيك مع زوجتي.,أشوف الموضوع مع مرتي.,علي أن أراجع داك مع زوجتي.,لازم اجيك هذا مع مغتي.,أن أفحص ذلك مع زوجتي .,اتحقق منه مع زوجتي.,يخصني نشوف داكشي مع مراتي.,اتفحص هذا مع زوجتي.,أتأكد منو مع مرتي.,اسال مرتي على هذا.,تو نشوف مع مرتي.,نتاكد منه مع زوجتي.,لازمني نثبت مع مرتي.
2161,بدي أرجع هاد.,فضلك عاوز استرجاع لدة.,حبيت تعويض على هذا.,بدي أعمل استرجاع لهاد.,عايز أسترجع فلوس ده.,ترجعلي فلوسي على هذا الشي.,اريد ترجعولي فلوس هذا.,إعادة المصاري لهيدا .,نبي فلوسي يردن لهضا.,أخد خصم على ده.,حابب استرجع مبلغ هاد.,ترجع لي فلوسي عن هذا.,بغيت رد لهادشي.,استرجع فلوسي عشان دا.,بدي تعويض عنه.,احصل علي إعادة دفع لي ده.,احصل على تعويض لهذا.,أن أحصل على تعويض لذلك .,احصل رد على هالشي.,شي تعويض على هادشي.,استرجع فلوسي على هذا.,رد على هاد .,ترجع لي الزلط حق هذا.,ترجعولي فلوسي متاع هذا.,نبي نرجع فلوس هدا.,رجعولي فلوسي متاع هذا.
2179,كولبة تلفون قدام هدك البنك.,كشك تليفون قدام البنك دة.,كابين هاتف قدام البنك.,في كشك تليفون مقابل البنك.,كابينة تليفون قدام البنك.,تلفون عمومي مقابيل البنك.,تلفون عمومي مقابيل البنك.,علبة تلفون قدام هيداك البنك .,صندوق تليفون قدام البنك هضكي.,صندوق تليفون قدام البنك ده .,كشك تلفون قدام البنك.,كبينة تلفون قدام هذاك البنك.,هاتف عمومي قبالت البنك.,كبينة تلفون قدام البنك.,تلفون عمومي قدام البنك.,في صندوق تلفون قدام البنك داك.,صندوق تليفون قدام هذاك البنك.,صندوق للهاتف أمام هذا المصرف .,صنوق تلفون جدام البنك.,واحد التلفون عمومي مقابل مع هاديك البنكة.,صندوق تيليفون مقابل البنك.,صندوق تلقون قدام هذا البنك.,هناك كبينه اتصالات قبال البنك ذياك.,فما تكسيفون قدام البانكة.,تلفون عمومي قدام البنك هاداكا.,تاليفون مقابل اك البانكة.
2180,أوصل بتسعة آذار وأطلع بأربطعش.,هوصل تسعة من مارس وهمشى أربعتاشر.,التاسع مارس و نروح الرابع عشر.,أوصل بتسعة مارس وراح أروح بأربعطعش.,هوصل يوم تسعة مارس وهمشي يوم اربعتاشر.,أوصل يوم تسعة آذار واغادر يوم اربعطعش.,أوصل تسعة آذار واروح يوم اربعطعش.,أوصل بتسعة أدار و فل بأربعتش.,يوم تسعة شهر ثلاثة و نروح يوم اربعطاش.,تسعة مارس و حأمشي اربعتاشر .,أوصل بتسعة آذار وسافر بأربطعش.,تسعة مارس وبمشي اربعطعش.,نوصل في تسعة مارس ونغادر في الرابع عشر.,على تسعة مارس وحمشي يوم اربعطعشر.,أوصل في تسعة مارس و مروح في أربعتاش.,في التاسع من مارس و أغادر في الرابع عشر.,اصل بالتاسع من اذار واغوح بالارباطعش.,التاسع من مارس وأغادر في الرابع عشر .,في التاسع من مارس وبغادر في الرابع عشر.,نهار تسعود مارس و غادي نمشي نهار اربعطاش.,التاسع من مارس و بروح في الرابع عشر.,اوصل بتسعه ثلاثة و ارجع ب اربعطعش .,اوصل على تسعه مارس وارح لي على اربعطعش.,نهار تسعة مارس و نرجع نهار اربعطاش.,يوم تسعة مارس و نسافر يوم أربعطاش.,نوصل نهار تسعة مارس و نخرج نهار اربعطاش.
2205,شوي هاد، ما هيك؟,غالى شوية، مش كدة؟,غالي، ولا واش رايك؟,غالي شوي، مش شايف هيك؟,غالي شوية، ولا انت ايه رأيك؟,هذا مو شويه غالي؟,هذا شوي غالي، شتكول؟,شوي غالي، ما بتفتكر؟,غالي شوية، شن رايك؟,غالي شويه، و لا انت رأيك ايه؟,كأنه غالي شوي، ما؟,شوي غالي، ولا شرايك؟,شوية مكلف، واش كتظن؟,كأنو غالي شوية، ولا؟,غالي شوي، شو رأيك؟,غالي شويه، م يتعاقد؟,شويه غالي، ما تعتقد؟,غال قليلاً ، ألا تعتقد ؟,ما تعتقد شوي غالي؟,شوية، و لا لا؟,غالي شوي، ما تعتقد؟,شوي غالي و لا شو رأيك؟,شويه غالي، ما رايك؟,غالي شوية، موش هكة؟,شويه غالي، و الا شن رايك؟,غالي شوية، موش هكا؟
2235,معك الوصل؟,الكعب عندك؟,اذا عندك الطالون؟,عندك السيجارة؟,معاك الإيصال؟,عندك القسيمة؟,عندك تذكرة الصعود؟,عندك الكعب؟,عندك الفضلة؟,معاك الايصال؟,الأرومة معك؟,عندك الرصيد؟,هل لديك طفاية سجائر؟,معاك الباقي؟,في عندك كعب؟,هل انت عندك العقل؟,هل عندك كعب؟,هل لديك كعب ؟,عندك كعب؟,واش عندك الطالون؟,عندك البقية؟,عندك كعب؟,معك البقيه؟,عندك الصبات العالي؟,عندك الكعب؟,عندك البونو؟
2236,وين موقف الباص؟,فين محطة الأتوبيس؟,وين جاية المحطة البرية؟,وين محطة الباص؟,فين محطة الأتوبيس؟,وين موقف الباصات؟,وين محطة الباصات؟,وين محطة الباصات؟,وين محطة الحافلات؟,فيه محطة الاتوبيس؟,وين نهاية خط الباص؟,وين محطة الباص؟,فين كاينة محطة الطوبيسات؟,فين محطة الباصات؟,وين محطة الباص؟,وين محطة البص الترفيه؟,وين محطة الباص؟,المحطة النهائية للحافلة ؟,وين محطة الباصات؟,كاينة المحطة ديال الطوبيس؟,وين محطة الباص؟,وين محطة الباصات؟,اين هي محطه الباص؟,وين يجي طريق الترونو؟,وين محطة الباص؟,ويني محطة الكار؟
2238,بتريد تحلاية؟,هتهتم بصحرا؟,راك حاب تحلية؟,بتحب الحلويات؟,انت عايز التحلية؟,يعجبك حلويات؟,اتريد حلويات؟,بيهمك الحلو؟,تبي حاجة حلوة؟,يهمك التحلية؟,بتحب تاكل حلو؟,بغيت حلو؟,واش تهتم بالحلوى؟,نفسك في حلا؟,بدك تتحلى؟,هل انت مهتم بالتحلية؟,هل تهتم بتحليه؟,هل تريد بالحلويات ؟,هل تهتم بالحلوى؟,واش تبغيو شي تحلية؟,تبغى حلى؟,بتهتم بالتحلاية؟,بيعجبك الحالي؟,عندكم ديسار؟,خاطرك في حلويات؟,تحب ديسار؟
2302,أنت بتحكي؟,انت بتتكلم؟,راك تهدر؟,انت بتحكي؟,إنت بتتكلم؟,انته تحجي؟,تحجي؟,بتحكي؟,أنت تحكي؟,بتتكلم؟,أنت بتحكي؟,تتكلم؟,واش كتهدر؟,تقدر تهرج؟,انت بتحكي؟,انت بتتكلم؟,هل تحكي؟,هل تتحدث ؟,هل تتكلم؟,واش كا تتكلم؟,تتكلم؟,انت بتحكي؟,انت تتكلم؟,تتكلم عليه؟,تتكلم؟,تتكلم انتي؟
2306,الشي إلي، إذا سمحت.,الحاجة ليا، من فضلك.,الشي ليا، من فضلك.,ومتله الي، لو سمحت.,أنا كمان زيه، لوسمحت.,الشي الي اذا امكن.,الشي بالنسبة الي، بلا زحمة.,الشي إلي، عمول معروف .,الشي ليا، لو سمحت.,كمان زيه، من فضلك .,الشي إلي، إذا سمحت.,الشي حقي، لو سمحت.,نفس الحاجة بالنسبة لي، عافاك.,الشيء ليا، لو سمحت.,نفس الاشي، لو سمحت.,لي انا، من فضلك.,نفس الشي لليي، رجاءا.,نفسه لي ، من فضلك .,الشي لي لو سمحت.,الشي بالنسبة ليا، عافاك.,الشيء لي، لو سمحت.,الشيء الي، لو سمحت.,الشي لي، لو سمحت.,هي بيدها ليلي انا.,الشي ليا، لو سمحت.,كيف حتى انا، عيشك.
2318,ما وصل طلبي.,الأوردر بتاعى ماوصلش.,الطلبية ديالي مازال موصلتش.,طلبي ما وصل.,أنا طلبي مجاش.,طلبي ما وصل.,طلبي ما اجه.,طلبي ما وصل .,طلبي مزال ما وصلش.,لسه ما جاش .,طلبي ما وصل.,طلبي ما وصل.,. طلبي مزال موصل.,طلبي لسا ما جاء.,طلبي لسا ما وصل.,طلبي ما وصل.,الاكبر مالتي ما وصل.,طلبي لم يأت .,طلبي ما وصل.,الطلب ديالي ما وصلش.,طلبي ما وصل.,طلبي ما وصل .,طلبي ماقد وصلش.,سلعتي ما وصلتنيش.,طلبيتي ما وصلتش.,طلبتو لتوا لا جاء.
2324,في كتير ينابيع حارة.,فى ينابيع سخنة كتير.,بزاف مصادر تع الما السخون.,في كتير ينابيع سخنة.,عيون ميه سخنة كتير.,اكو هوايه ينابيع حاره.,اكو ينابيع حارة هواي.,كتير من الينابيع السخنة .,في عرم ينابيع ساخنة.,عيون ميه سخنه كتير .,في كتير ينابيع سخنة.,في واجد ينابيع حارة.,كاين بزاف ديال الينابيع السخونة.,فيه ينابيع حارة كتيرة.,في كتير ينابيع سخنة.,كتير من الربوع الساخنه.,اكو كثيغ ينابيع حاغه.,الكثير من الينابيع الحارة .,وايد من الينابيع الساخنة.,بزاف ديال العوينات سخونين.,فيه ينابيع حارة كثيرة.,كثير ينابيع ساخنة .,به ينابيع حاميه ملان.,برشا بلايص متاع ماء شخون.,هلبة عيون اميه سخونه.,فما برشة عيون سخونة.
2329,سمحت صروف خميس ألف ين لدولارات أمريكية.,فضلك غير خمسين ألف ين لدولارات أمريكية.,فضلك بدلي خمسين ألف يان إلى الدولار الأمريكي.,سمحت أصرفلي خمسين ألف ين للدولار الأمريكي.,سمحت غير خمسين ألف ين لدولارات امريكية.,زحمة حوليخمسين الف ين الى دولار امريكي.,زحمة صرف الخمسين الف ين للدولار الأمريكي.,معروف صرف خمسين ألف ين للدولار الأميركي .,غير خمسين الف ين لدولار الأمريكي.,فضلك غيرلي خمسني الف بن بدولارات .,بدلي خمسين ألف ين بدولار أمريكي.,سمحت حول خمسين ألف ين لي دولارات امريكية.,صرف لي خمسين ألف ين للدولار الأمريكي.,حول الخمسين الف ين الى دولار.,سمحت اصرفلي خمسين ألف ين لدولارات أمريكي.,فضلك حول خمسين ألف ين للدولار الأمريكي.,حول خمسين الف ين لدولارات امريكيي.,غير خمسين آلاف ين إلى دولارات أمريكية .,سمحت اصرفلي خمسين ين الى دولار امريكي.,صرف خمسين ألف ين للدولار الأمريكي.,سمحت غير خمسين الف ين الى دولارات أمريكية.,حول خمسين الف ين ل دولار امريكي .,سمحت اصرف خمسين الف ين ل دولار امريكي.,بدلي خمسين ألف يان للدولار الامريكي.,تصرفلي خمسين الف ين للدولار أمريكي.,صرفلي خمسين الف يان للدولار الامريكي.
