ID,Aleppo,Alexandria,Algiers,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddah,Jerusalem,Khartoum,Mosul,MSA,Muscat,Rabat,Riyadh,Salt,Sanaa,Sfax,Tripoli,Tunis
4034,شي الدخلة عهالبناية؟,حاجة علشان ندخل المبنى دة؟,لهاذ المبنى بالدراهم؟,اشي عشان أدخل هاي البناية؟,المبنى ده بفلوس؟,شي الدخولية للفندق؟,الدخلة لهاي البناية؟,للفوتة على هالمبنى؟,أي حاجة دخول المبنى هضا؟,اني أخش المبنى ده؟,الدخول على هالمبنى؟,شي دخلة هالمبنى؟,شي حاجة الدخول لهاد المبنى؟,عشان اخش المبنى؟,عشان ندخل هاي العمارة؟,حاجة عشان ادخل المبنى دا؟,اي شي دخول هذي البنايه؟,هذا المبنى أي أموال ؟,شيء لدخول هالمبنى؟,يتخلص الدخول لهاد المبنى؟,للدخول لهذا المبنى؟,دخولية للمبنى؟,شي عسب ادخل لهذه العماره؟,للبنية هذه بالفلوس؟,اي حاجه الخشه للمبنى هدا؟,بالفلوس للبنية هاذي؟
4036,شلون بتريد.,ف طريقك.,كيما تحب.,اعملها بطريقتك.,مانت عايز.,سويها بطريقتك.,على طريقتك.,بطريقتك .,في طريقك.,بطريقتك .,كيف ما بدك.,كيفك.,ديرها بطريقتك.,سويها بطريقتك.,على طريقتك.,في طريقك.,اعملا بطريقتك.,بها بطريقتك .,سوها بطريقتك.,ديرها بطريقتك.,خذها بطريقتك.,بطريقك .,اعملها بطريقتك.,كيفما تحب.,ديرها بطريقتك.,كيما تحب.
4082,ع شي رسمي.,على حاجة أنيقة.,على لبسة تكون أنيقة.,على اشي أنيق.,على حاجة شيك.,على شي مثير.,فد شي مثير.,شي مرتب .,في حاجة أنيقة.,حاجة شيك .,على شي مرتب.,شي راقي.,شي حاجة مثيرة.,على شيء انيق.,على اشي مرتب.,في شي متانق.,على شي مثير.,عن شيء أنيق .,شي مميز.,شي حاجة أنيقة.,على شيء انيق.,اشي مرتب .,على شي انيق.,على حاجة نلبسها.,في حاجة رسمية.,في حاجة مذخمة.
4104,الشباك مسدود.,الشباك مزحوم.,راهي حاصلة.,عليه أزمة.,الشباك محشور.,الشباك حاشر.,الشباج معلك.,معلق .,هضا زاحم.,مش عارف احركه .,الشباك علقان.,الدريشة مشيرة.,السرجم واحل.,الشباك عالق.,الشباك مسكر.,الشباك اتسد.,الشباك عيلق.,محشورة .,الدريشه متشغشه.,الشرجم مبلوكي.,الدريشة معلقة.,خربان .,الطاقه حانبه.,البرسانة تبلاكات.,الروشن حاصل.,الشباك واحل.
4109,إينا طرف من يونيون سكوير؟,جنب من يونيون سكوير؟,جيهة جاي يونين سكوير؟,من يونيون سكوير بكون؟,جنب في يونيون سكوير؟,جهة من يونين سكوير؟,جهة من يونيون سكوير هو؟,من اليونيون سكوير هوي؟,جهة من يونين سكوير هو؟,اى ناحية من يونيون سكوير؟,طرف موجود بيونيون سكوير؟,جهة من يونيون سكوير هو؟,من يونيون سكوير هو؟,ناحية في يونيون سكوير؟,جهة من يونيون سكوير؟,جانب من يونين اسكوير هو؟,جانب من يونيون سكوير هو؟,من ميدان الاتحاد هي ؟,من يونيون سكوير هو؟,من يونيون سكوير جا؟,ناحية من يونيون سكوير؟,جهة من يونيون سكوير؟,جهه هو في يونيون سكوير؟,شيرة ثم يونيون سكوير؟,جهة من يونيون سكوير موجود؟,جهة هو من يونيون سكوار؟
4119,شانيل رقم خمسة، إذا سمحت.,شانيل رقم خمسة، من فضلك.,شانيل رقم خمسة، من فضلك.,شانيل رقم خمسة، لو سمحت.,شانيل رقم خمسة، لو سمحت.,من عطر شانيل، رجاءً.,من شانيل رقم خمسة، رجاءا.,شانيل رقم خمسة، عمول معروف .,شانيل رقم خمسة، لو سمحت.,من شانيل خمسة، إذا سمحت .,شانيل رقم خمسة، لو سمحت.,شانيل رقم خمسة، لو سمحت.,من شانيل رقم خمسة، عافاك.,تشانل رقم خمسة، لو سمحت.,شانيل رقم خمسة، لو سمحت.,جانل رقم خمسة، من فضلك.,من شانيل رقم خمسي، رجاءا.,شانيل رقم خمسة من فضلك .,شانيل رقم خمسة، من فضلك.,من شانيل رقم خمسة، عافاك.,شانيل رقم خمسة، لو سمحت.,شانيل رقم خمسة، لو سمحت .,شانيل رقم خمسه، لو سمحت.,من شانيل نومرو خمسة، يعيشك.,شانيل رقم خمسة، من فضلك.,من شانيل خمسة، يعيشك.
4129,رأيك بقهوة؟,ف شوية قهوة؟,رايك في قهوة؟,رأيك بشوية قهوة؟,في شوية قهوة؟,رأيك بشوية كهوة؟,رأيك بشوي كهوة؟,رأيك بشوية قهوة؟,في شوية قهوة؟,في شوية قهوة؟,رأيك بفنجان قهوة؟,شرايك بقهوة؟,شي قهيوة؟,أيش رأيك بقهوة؟,رأيك بقهوة؟,عن بعض القهوة؟,عن شوية قهوي؟,في بعض القهوة ؟,عن بعض القهوة؟,و القهوة؟,رايك بقهوة؟,رأيك بشوية القهوة؟,رايك ب قهوة؟,تاخذ قهيوة؟,في شوية قهوة؟,شوية قهوة؟
4143,يكون معي بطاقة؟,محتاج تذكرة؟,لازملي تذكرة؟,بحتاج تذكرة؟,لازم اقطع تذكرة؟,احتاج تذكره؟,احتاج بطاقة؟,عايز بطاقة؟,أنا محتاج تذكرة؟,اقطع تذكرة؟,بحتاج تذكرة؟,احتاج تذكرة؟,غنحتاج لتذكرة؟,يكون عندي تذكرة؟,بدي تزكرة؟,بحتاج لي تزكرة؟,احتاج تذكره؟,بحاجة إلى تذكرة ؟,تحتاج تذكرة؟,خاصني ورقة؟,احتاج تذكرة؟,بحتاج تذكرة؟,احتاج تذكره؟,لازمني تسكرة؟,أني محتاجه تذكرة؟,نحتاج تسكرة؟
4182,شقد كلفة الخدمة؟,كام رسوم الخدمة؟,تسوا الخدمة؟,كم بتكلف الخدمة؟,بكام الخدة دي؟,تقريباً كلفة الخدمة؟,شكد تكلفة الخدمة؟,تقريبًا تسعيرة الخدمة؟,حق رسم الخدمة؟,كام تكلفني رسوم الخدمة؟,بتكلف الخدمة تقريباً؟,رسوم الخدمة تقريباً؟,لثمن رسوم الخدمة؟,سعر الخدمة تقريباً؟,تقريباً رسوم الخدمة؟,كم سعر الخدمة؟,اشقد رسوم الخدمه؟,تكلفة الخدمة تقريبا ؟,بجم رسوم الخدمة؟,تقريبا هاد الخدمة؟,حوالي رسوم الخدمة؟,تقريبا رسوم الخدمة؟,كم تكلفه الخدمه؟,بقداش الخدمة؟,تقريبا الخدمه تكلف؟,الخدمة حسب التقريب؟
4185,من هون؟,إيه من هنا؟,الوقت من هنا؟,بعدها عن هون؟,أيه من هنا؟,شكد منا؟,البعد منا؟,طويل من هون؟,من هنا؟,وقت من هنا؟,بيبعد من هون؟,من هني؟,الوقت من هنا؟,يباله من هنا؟,بعيد من هون؟,البعد من هنا؟,يبعد من هوني؟,التي يستغرقها من هنا ؟,الوقت من هنا؟,الطريق من هنا؟,تبعد من هنا؟,من هون؟,بعيد من هانا؟,وقت من هوني؟,وقت من هنايا؟,من هوني؟
4187,كريم وسكر؟,كريمة وسكر؟,و السكر؟,كريمة وسكر؟,كريمة وسكر؟,كريم وشكر؟,كريم وشكر؟,و سكر؟,و سكر؟,و سكر ؟,كريما وسكر؟,كريمة وسكر؟,كريم وسكر؟,كريمة وسكر؟,و سكر؟,و سكر؟,كريم وشكر؟,وسكر ؟,كريم وسكر؟,و السكر؟,و سكر؟,كريما والسكر؟,كريمه وسكر؟,و سكر؟,و سكر؟,و سكر؟
4193,شي تخفيضات للأعضاء؟,نسبة تخفيض للأعضاء؟,تخفيض للأعضاء؟,تخفيض لقيمة الرقم؟,تخفيض في عدد الأعضاء؟,معدل التخفيض للأعضاء؟,نسبة تخفيضات للاعضاء؟,شي تخفيض للأعضاء؟,نسبة تخفيض للأعضاء؟,أى خصم للأعضاء؟,نسبة تخفيض للأعضاء؟,تخفيض حق الأعضاء؟,شي معدل تخفيض للأعضاء؟,أي تخفيض للأعضاء؟,تنزيلات للأعضاء؟,معدل نقصان للأعضاء؟,نسبة تخفيض لهل الارقام؟,تخفيضات للأعضاء المشاركين ؟,أي معدل تخفيض للأعضاء؟,شي تخفيض للاعضاء؟,تخفيض للاعضاء؟,نسبة تخفيض للاعضاء؟,اي تخفيض للاعضاء؟,تخفيض للمشاركين؟,اي تخفيض للأعضاء؟,تخفيض للاعضاء؟
4219,اكسبريس بالتسعة ونص؟,اكسبريس الساعة تسعة ونص؟,اكسبرس على التسعة و نص؟,اكسبريس الساعة تسعة ونص؟,اكسبريس تسعة ونص؟,اكسبريس بالتسعة ونص؟,اكسبرس بالتسعة ونص؟,اكسبرس عالتسعة و نص؟,اكسبريس على التسعة و نص؟,حيطلع عالساعة تسعة و نص؟,اكسبريس عالساعة تسعة ونص؟,سريع الساعة تسع ونص؟,سوبر اكسبريس فالتاسعة نص؟,اكسبريس على تسعة ونص؟,اكسبرس الساعة تسعة ونص؟,سوبر اكسبرس تسعة و نص؟,سوبر اكسبريس عد التسعه ونص؟,فائق السرعة في التاسعة والنصف ؟,سوبر اكسبريس في تسعة ونص؟,سوبر اكسبرس مع التسعود و نص؟,على الساعة تسعة و نص؟,اكسبريس على التسعة و نص؟,اكسبريس على تسع ونص؟,اكسبريس التسعة و نصف؟,سوبر اكسبريس الساعة تسعة ونص؟,اكسبريس مع التسعة و نص؟
4221,الفرين والمحرك. محركك هيئتو كأنو معطل.,والمحرك. المحرك بتاعك واضح إنه تقريبا اتعطل.,المكابح و المحرك. المحرك ديالك يبان راح يحبس.,البريكات عند الموتور. موتورك شكله تقريباً معطل.,الفرامل والموتور. الموتور بتاعك شكله عطلان.,والمحرك. المحرك مالتك يبدو وكأنه متوقف.,البريك والمحرك. محركك يبين تقريبا واكف.,و الموتور. الموتور تبعك هيئتو رح يتعطل .,و المحرك. المحرك بتاعك باين تقريبا واقف.,و الموتور . الموتور شكله غالبا عطلان .,الفرامل والمحرك. محركك شكله شبه واقف.,والمكينة. مكينتك شكلها خلاص كلش بتوقف.,سائل الفرامل والمحرك. محركك كيبان تقريبا واقف.,سائل الفرامل والمكينة. مكينتك كانها متوقفة.,البريكات و المطور. شكلو المطور موقف.,و المحرك . محركك شكله خلاص وقف.,البريك والمحرك. محركك يبين تقريبا متوقف.,يبدو أن محرك سيارتك قد أوشك علي التوقف .,زيت الفرامل والمحرك. جانه المحرك مايتحرك .,و الموطور. المحرك ديالك بان ليا قريب يتكولا.,و المحرك. محركك شكله تقريبا وقف.,البريكات والمحرك. محركك شكلو بيماطل تقريبا.,البريك والمكينه. شكل مكينتك قديه خاربه.,و الموتور. موتورك ضاهرلي باش يعوق.,الفرينو و الماطور. الماطور شكله قريب يوقف.,و الموطور. الموطور متاعك قريب يسكت.
4224,كان غلطي.,مكانتش غلطتى.,الغلطة ديالي.,كان غلطي.,كانت غلطتي.,جان خطأي.,جان غلطتي.,كانت غلطتي .,ماكانش غلطي.,غلطتي .,ما كان خطأي.,كانت غلطتي.,الغلط ديالي.,كان غلطي.,كانت غلطتي.,كان غلطي.,كانت غلطتي.,يكن خطئي .,يكن خطأي.,الغلطة ديالي.,كان ذنبي.,كان خطأي.,كانتش غلطتي.,ماكانتش غلطتي.,ماكانتش غلطتي.,ماكانتش غلطتي.
4262,مافي كهربا.,مفيش كهربا.,راحت التريسيتي.,في كهربا.,النور قاطع.,ماكو كهرباء.,ماكو كهرباء.,في كهربا .,مفش ضي.,كهربا .,مافي كهربا.,مافي كهربا.,مكاينش الكهرباء.,مافيه كهرباء.,في كهربا.,في كهرباء.,ماكو كهرب.,كهرباء .,هناك كهرباء.,الضو هنا.,فيه كهرباء.,في كهرباء.,مابش كهرباء.,قصة متاع ضوء.,مافيش كهرباء.,الضوء مقصوص.
4263,أخبر الشرطة بالموضوع.,هبلغ دة للبوليس.,نقول للشرطة عليه.,عن هاد للشرطة.,الشرطة عن الموضوع ده.,الشرطة بهذا الشي.,ابلغ هذا للشرطة.,هيدا للشرطة .,هضا للشرطة.,ده للشرطة .,بلغ الشرطة بهالشي.,هالشي عند الشرطة.,نبلغ الشرطة بهادشي.,حبلغ الشرطة.,أعطي تقرير للشرطة.,اقيد دا للشرطة.,ابلغ هذا للشرطه.,الشرطة بذلك .,الشرطة بذلك.,نقول هادشي للبوليس.,بلاغ بهذا للشرطة.,احكي للشرطة.,ابلغ هذا للشرطه.,خبرت الشرطة.,عليه للبوليس.,نبلغ للشرطة.
4269,يكون لازم يدفع عن مشاريبو؟,حد لازم هيدفع للمشروبات بتاعته؟,واحد لازم يخلص الاستهلاك ديالو؟,كل واحد يدفع عن اللي شربه؟,واحد المفروض يدفع المشاريب بتاعته؟,لازم يدفع المشروب مالته؟,راح يدفع لمشروبه؟,الكل يدفعوا لمشروباتن؟,واحد حيدفع للمشروب بتاعه؟,واحد يدفع تمن مشروباته؟,لازم يدفع عن مشروباته؟,لازم يدفع حق مشروباته؟,كل واحد على المشروب ديالو؟,واحد يدفع للشراب حقه؟,رح يدفع عن مشروباتو؟,زول مفروض يدفع لي مشروباتو؟,كل ويحد يدفع لشرابو؟,واحد منا على مشروباته منفردا ؟,راح يدفع المشروب الخاص فيه؟,يخلص على داكشي للي شرب؟,كل شخص يدفع فلوس شرابه؟,يدفع حق شرابه الخاص؟,واحد على مشروبه؟,لازمه يخلص ماكلته؟,واحد حيخلص المشاريب متاعه؟,لازم يخلص مشروباته؟
4275,بين تلاتين وخمسين دولار بالليلة.,تلاتين لخمسين دولار فى الليلة.,بين ثلاثون و خمسون دولار لليلة.,تلاتين لخمسين دولار لكل ليلة.,من تلاتين لخمسين دولار في الليلة.,تلاثين الى خمسين دولار بالليلة.,من تلاثين لخمسين دولار لليلة.,من تلاتين لخمسين دولار بالليلة .,من ثلاثين دولار لليلة.,تلاتين لخمسن دولار في الليله .,لخميس دولار بالليلة.,ثلاثين لي خمسين دولار حق الليلة.,بين ثلاثين لخمسين دولار لليلة.,بس تلاتين لخمسين دولار لليلة.,بتلاتين لخمسين دولار بالليلة.,من تلاتين لخمسين دولار لليلة.,الثلاثين والخمسين لكل ليلي.,ثلاثين حتى خمسين دولارا لليلة .,من ثلاثين إلى خمسين دولار لليلة.,من تلاتين لخمسين دولار لليلة.,ثلاثين الى خمسين دولار في الليلة.,من ثلاثين إلى خمسين دولار لليلة.,من ثلاثين الى خمسين دولار بالليله.,في وقت مابين ثلاثين و خمسين دولار الليلة.,تلاتين لي خمسين دولار في الليلة.,و خمسين دولار الليلة.
4278,سمحت صلحلي هاد.,سمحت صلح دة.,فضلك صلحلي هذا.,سمحت زبط هاد.,سمحت صلح دي.,هاي بليه زحمة.,صلح هذا .,صلح هيدا .,سمحت صلح هضا.,فضلك صلحة .,هاد إذا سمحت.,سمحت صلح هذي.,صلح هادشي.,سمحت صلح دا.,سمحت صلحلي هدا.,فضلك صلح دا.,صلح هذا.,، اصلح هذه .,إصلاح هذا.,صايب هادا.,سمحت صلح هذي.,سمحت صلح هذا.,سمحت صلح ذيه.,صلحلي هذه.,فضلك صلح هدا.,رقعهولي عيشك.
4284,الخاصة متل العراس، حفلات التكريم أو الجنازات.,المناسبات الخاصة زى قاعات الافراح، حفلات الجوايز أو الجنازات.,الخاصة كيما الزواج، حفلات تقديم الجوائز ولا الجنائز.,المناسبات الخاصة متل استقبال الأعراس، حفلات توزيع الجوائزأو العزا.,وفي المناسبات الخاصة زي الأفراح وحفلات التكريم والجنازات.,مثل حفلات الزفاف، حفلات توزيع الجوائز او مجالس العزاء.,مثل حفلات الزواج، توزيع الجوائز و الجنائز.,و بالمناسبات المميزة متل حفلات الأعراس، حفلات توزيع الجوايز و المآتم.,المناسبات الخاصة زي قاعات الافراح، مراسم تكريم او الجنازات.,المناسبات الخاصة زى خفلات الزفاف، حقلات توزيع الجوايز او الجنازات .,خاصة متل حفلات العرس، وحفلات توزيع الجوائز أوالجنايز.,المناسبات الخاصة مثل استقبالات الاعراس، وحفلات الجوائز والجنازات.,الخاصة بحال حفلات الأعراس، احتفالات الولائم أو الجنازات.,والمناسبات الخاصة زي الزواج، مراسم التكريم او الجنازات.,وفي المناسبات مثل الأعراس، حفلات التكريم أو الجنازات.,المناسبات الخاصة زي استقبال العرس، حفلات الجائزة أو العزاء.,مثل حفلات الزواج، مراسيم توزيع الجوائز او الجنازات.,خاصة مثل حفلات الزواج ومراسم منح الجوائز أو في العزاء .,مناسبات خاصة مثل حفلات الزفاف، احتفالات الجنازات أو الجنازات.,المناسبات الخاصة بحال استقبالات الأعراس، احتفالات التكريمات و الجنائز.,مناسبة خاصة مثل استقبال العرس، حفل توزيع جوائز او جنازة.,مناسبات خاصة زي حفلات الاعراس، حفلات الجوائز او الجنازات .,مناسبات خاصه مثل حفلات الزفاف، حفلات التكريم و العزاء.,المناسبات كيف العراس و توزيع الجوائز او الجنازات.,في المناسبات زي الأعراس، حفلات الجوائز و الجنازات.,في المناسبات الخاصة كيما العروسات، تشليم الجوائز ولا الزنازات.
4285,زيادة، إذا سمحت.,زيادة، من فضلك.,موتارد، من فضلك.,خردل، لو سمحت.,المسطردة، لو سمحت.,إضافي رجاءً.,زيادة، رجاءا.,عمول معروف .,خردل، لو سمحت.,من فضلك .,خردل، إذا سمحت.,زيادة، لو سمحت.,زايد، عافاك.,خردل، لو سمحت.,خردل، لو سمحت.,زيادة، من فضلك.,اضافي، رجاءا.,المستردة ، من فضلك .,زياده، من فضلك.,ديال الموطارد، عافاك.,زيادة، لو سمحت.,لو سمحت .,خردل، لو سمحت.,شوية موتارد، يعيشك.,خردل، لو سمحت.,موتارد عيشك.
4305,ما بتعطيها هدية؟,متديلهاش هدية؟,متهديلوش هدية؟,ما تعطيها هدية؟,متدهاش هدية ليه؟,ما تنطيها هدية؟,ما نطيها نسبة؟,ما بتعطيا هدية؟,ما تعطيهش هدية؟,ما اديتهاش هدية؟,ما بتعطيها هدية؟,ما تعطيها هدية؟,ماتعطيهاش هدية؟,ما تعطيها هدية؟,ما تعطيها هدية؟,ما تديها هدية؟,ما تعطيها هديي؟,تعطيها هدية ؟,تعطيها واهو حاضر؟,ما تعطيهاش شي هدية؟,ما تعطيها هدية؟,ما تعطيها هديتها؟,تدي لها هديه؟,ما تهديهش هدية؟,ما تعطيهاش هدية؟,ما تعطيهاش هدية؟
4321,فيلم بتنصح؟,فيلم ترشحه؟,فيلم تنصحني بيه؟,فيلم بتنصحني فيه؟,بفيلم أيه؟,فلم تنصح بيه؟,فلم تفضل؟,فيلم بتنصح؟,فيلم تنصح بيه؟,فيلم اتفرج عليه؟,فيلم بتنصح؟,فلم تقترح؟,اللي تنصح بيه؟,اللي تنصح فيه؟,فيلم بتقترح؟,فلم انت بتزكي؟,فلم انت تنصح؟,توصي به ؟,الذي تنصح فيه؟,باش كا تنصحني؟,فيلم تنصح فيه؟,اللي بتنصح فيه؟,من فلم تشتي؟,الي تنصحني بيه؟,الافلام تنصح بيه؟,الي تنصح بيه؟
4324,ورجعلي دولارين فراطة، إذا سمحت.,اتنين دولار باقى، لو سمحت.,عشرين، رجعلي زوج دولار، من فضلك.,وأعطيني دولارين الباقي، لو سمحت.,وإديني الباقي دولارين، لو سمحت.,وانطيني دولارين صرافة، رجاءً.,وانطيني دولارين، رجاءا.,عطيني دولارين الباقي، عمول معروف .,عطيني دولار بدل، لو سمحت.,رجعلي باقي دولارين، من فضلك.,وعطيني دولارين فراطة، لو سمحت.,وعطني خردة دولارين، لو سمحت.,وتعطيني جوج دولارات صرف، عافاك.,ورجعلي دولارين، لو سمحت.,أعطيني صرافة دولارين، لو سمحت.,اديني دولارين بقشيش، من فضلك.,وانطيني دولارين صرافه، رجاءا.,واعطني فكة دولارين من فضلك .,اثنين من الدولارات للصرف، من فضلك.,عطيني جوج دولار في الصرف، عافاك.,عطني دولارين فكه، لو سمحت.,واعطيني ثنين دولارفكة، لو سمحت .,لي صرف اثنين دولار، لو سمحت.,عشرين، رجعلي زوز دولارات، يعيشك.,ردلي زوز دولار، لو سمحت.,رجعلي زوز دولارات صرف، عيشك.
4326,ضربتني عالطرف.,ضربتنى بالجنب.,ضربة من الجانب.,من الجنب.,خبطتني من الجنب.,من الجانب.,من الجانب.,شبقتني من الجنب.,خبطتني من الجنب.,خبطتني بالجنب.,طرقتني.,علي من الجانب.,من الجنب.,من الجمب.,لطشتني بالجنب.,ضربتني بالجنبة.,زاغتني بالجانب.,انتقدتني ضمنا .,هي ضربتني.,من الجنب.,في الجنب.,ضربتني بالجنب.,ضربتني بالجمب.,في الجنب.,من الجنب.,في الجنب.
4335,أجي عالتنتين.,أوصل الساعة اتنين.,على الزوج بعد الظهر.,هون على الساعة تنتين.,على الساعة اتنين.,اجي الساعة ثنتين.,اجي بالثنيتن.,إجي عالتنتين.,نجي على الاثنين.,عليك عالساعة اتنين .,اجي عالساعة تنتين.,عندك الساعة ثنتين.,أكثر من جوج.,اجي على اتنين.,أجي على التنتين.,اجي عند التانية.,اجي بالثنتين.,أحضر في الساعة الثانية .,ايي على الثنتين.,نجي مع الجوج.,على الساعة ثنتين.,على الثنتين .,امر على ثنتين.,نجي الساعتين.,نجي الساعة اتنين.,نتعدالك مع الساعتين.
4341,الرحلة جيه أيه ال صفر واحد؟,من الرحلة جيه إيه إل زيرو واحد؟,الرحلة جيه إيه إل صفر واحد؟,من رحلة الطيران جيه ايه إل صفر واحد؟,رحلة جيه إيه إل زيرو واحد؟,رحلة جيه إيه إل صفر واحد؟,جيه ايه ال صفر واحد؟,رحلة جيه إيه إل صفر واحد؟,رحلة جيه إيه ال صفر واحد؟,رحلة جيه إيه إل زيرو واحد؟,جيه إيه إل رقم صفر واحد؟,رحلة جيه إيه إل صفر واحد؟,الرحلة ديال جيه ايه ال صفر واحد؟,رحلة جيه إيه إل صفر واحد؟,جيه إيه إل رقم صفر واحد؟,الرحلة جيه ايه ال صفر واحد؟,رحله جي ايه ال صفر واحد؟,حقائب الرحلة جال صفر واحد ؟,رحلة جيه إيه ال صفر واحد؟,الرحلة ديال جيه إيه إل صفر واحد؟,الرحلة جيه إيه أل صفر واحد؟,رحلة جيه ايه ال صفر واحد؟,رحله جيه إيه إل صفر واحد؟,جيه إيه إل صفر واحد؟,الطيارة رقم جي ايه ال صفر واحد؟,جيه إيه إل صفر واحد؟
4346,روحة إلي ع باريس.,رحلة ليا لباريس.,سفر لي نحو باريس.,رحلتي الأولى لباريس.,رحلة ليا لباريس.,سفرة الي لباريس.,رحلتي الاولى لباريس.,رحلة إلي عباريس.,رحلة ليا لباريس.,رحلة ليا لباريس .,رحلة إلي على باريس.,رحلة لي لباريس.,أول رحلة لي لباريس.,رحلة لي لباريس.,سفرة الي لباريس.,رحلتي الأولى لباريس.,سفره اللي لباريس.,رحلتي الأولى إلى باريس .,رحلة لي إلى باريس.,رحلة ديالي لباريس.,رحلة لي لباريس.,رحلة إلي لباريس.,رحلتي الاولى لباريس.,رحلتي لولة لباريس.,رحلة ليا لي باريس.,مرة تمشي لباريز.
4348,بكلف قبل ما تبدا شغل عليه؟,قبل ما تبدأ الشغل فيه؟,للسومة قبل ما نبداو الخدمة؟,قبل ما تبدا شغل فيه؟,قد أيه قبل متبتدي شغل؟,الكلفة قبل لا تبدي تشتغل؟,الكلفة قبل لا تشتغل عليه؟,قبا ما تبلش تشتغل عليها؟,قبل ما تبدى تشتغل عليه؟,قبل ما تبدأ تشتغل فيها؟,التكلفة قبل ما تبلش تشتغله؟,قبل ما تبتدي تشتغل فيه؟,التكلفة قبل ما تبدا الخدمة فيه؟,تقريباً قبل ما تبدا تشتغل عليه؟,التكاليف قبل ما تبلش شغل؟,قبل ما تبدأ الشغل فيه؟,قبل ما تبدي تشتغل علينو؟,التكلفة قبل أن تبدأ العمل فيها ؟,قبل نبدا في العمل على ذلك؟,السعر ديالو قبل متبدا فيه الخدمة؟,القيمة قبل ما تشتغل عليه؟,التكلفة قبل ما تبلش شغل؟,قبل ما تبدا تشتغل عليه؟,بقداش السوم قبل ما نبدا نخدم؟,من قبل ما تبدأ الخدمه؟,عالسوم قبل ما تبدى تخدم؟
4358,إذا سمحت.,من فضلك.,من فضلك.,لو سمحت.,لو سمحت.,تفضل، رجاءً.,ادخل، رجاءا.,عمول معروف .,لو سمحت.,من فضلك .,تفضل، رجاءً.,حياك.,دخل، عافاك.,لو سمحت.,لو سمحت.,من فضلك.,تفضل، رجاءا.,من فضلك .,من فضلك.,تفضل، عافاك.,لو سمحت.,لو سمحت .,لو سمحت.,من فضلك.,خش، تفضل.,ادخل، يعيشك.
4364,تبعتنا رح تكون حلوة كتير.,المفروض تكون ممتعة جدا.,رايحا تكون هايلة.,لازم يكون فيها كتير متعة.,المفروض تبقى مليانة متعة.,الاقدام لازم تكون هوايه ممتعة.,التسلق راح تكون ممتعة كلش.,طويلة لازم تكون كتير بتسلي.,المفروض يكون فيها جو بكل.,لازم تكون مليانه بالمتعة .,كتير برحلة المشي.,مالتنا بتكون واجد حلوة.,لمسافات طويلة خاص يكون فيها بزاف ديال المرح.,لازم تكون فيها بسطة كثير.,تاعتنا لازم تكون مسلية.,حقتنا ح تكون متعة شديد.,مالتنه لازم تكون كلش ممتعه.,يجب أن تكون ممتعة .,رحلة المشي لمسافات طويلة لكثير من المرح.,ديال المشي غاتكون ممتعة بزاف.,بتكون فلة مرة.,تبعتنا لازم تكون ممتعة .,حقنا المفروض توقع ممتعه قوي.,باش تكون هايلة.,متاعنا حتكون جو مليح.,متاعنا بش تكون جو عالاخر.
4365,وين منطلع عالقارب؟,بنركن المركب فين؟,نطلعو للباخرة؟,راح نصف القارب؟,مرسين المركب فين؟,نوكف القارب؟,ننزل البلم؟,منركب اللانج؟,نركبو القارب؟,ناخد المركب؟,وين منركب بالقارب؟,نركب القارب؟,ممكن نركب القارب؟,فين نصعد للسفينة؟,وين نركب القارب؟,نحن نركب القارب؟,نركن القارب؟,سنستقل القارب ؟,نركب القارب؟,نركنو القارب؟,نصعد للقارب؟,نركب على القارب؟,اين نطلع للقارب؟,نطلعوا للبابور؟,وين نركبو المركب؟,نركبو في البطو؟
4373,لهالكمية بقا رح أحطو بهالكيس الكبير.,دى يبقى هحطه فى الشنطة البلاستيك الكبيرة دى.,راح نديرو في هاد الساك الكبير تع البلاستيك.,الكمية عشان هيك راح أحطها في شنتة البلاستيك الكبيرة هاي.,دل كلها فنحطها فى الكيس البلستيك الكبير ده.,مبلغ لذلك راح اخليها بهاي العلاكة.,للمبلغ لذلك راح اخليها بعلاكة بلاستيكية.,فرح حطن بهالكيس البلاستيك الكبير .,هضكي فحنحطها في شكارة البلاستيك هضي.,علشان كده حأحطهم في شنطة بلاستيك كبيرة .,لهيك رح حطه بهاد الكيس النايلون الكبير.,هالكمية فبخليه في هالكيس البلاستيكي الكبير.,هاد المبلغ اذن نديروه فهاد الحقيبة البلاستيكية الكبيرة.,دي فبحطه في دا الكيس البلاستيك الكبير.,توسع هالكمية راح أحطهم في كيس بلاستيك كبير.,عشان كدا ح اخته في الشنطة البلاستيكية الكبيرة دي.,الكميي لذلك غاح احطم بهذا الجنطة البلاستيكي الكبيغه.,الكمية ولذلك سأضعها في هذه الحقيبة البلاستيكية الكبيرة .,جي بحطه في الحقيبة البلاستيكية الكبيرة.,القدر كامل إذن غانديروه فكيس كبير ديال ميكة.,الكمية لذلك بحطها في هذي الشنطة البلاستيكية الكبيرة.,عشان هيك رح احطهم بهاد الكيس البلاستيك الكبير .,الكميه لهذا شا اطرحهن في علاقيه بلاستيك كبيره.,تو نحطه في الساك الكبير هذا متاع البلاستيك.,كله فا حا نحطه في هادي الشكاره البلاستيك الكبيرة.,هاذي مالا تو نحطلك في الشكارة البلاستيك الكبيرة هاذي.
